user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_026988555.1_ASM2698855v1_genomic	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	N/A	N/A	N/A	N/A	N/A	GCA_015522395.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015522395	78.94	0.44	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	N/A	GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 83.45, 0.554; GCF_904067545.1, s__Thermococcus camini, 95.0, 83.23, 0.532; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 83.1, 0.543; GCF_024707485.1, s__Thermococcus sp024707485, 95.0, 82.05, 0.537; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 81.83, 0.518; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 81.52, 0.514; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 81.47, 0.534; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 81.47, 0.535; GCF_006274605.1, s__Thermococcus indicus, 95.0, 81.31, 0.534; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 81.3, 0.537; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 81.19, 0.521; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 80.61, 0.481; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 80.46, 0.471; GCF_002214465.1, s__Thermococcus barossii, 95.0, 80.17, 0.471; GCA_015521605.1, s__Thermococcus sp015521605, 95.0, 80.15, 0.524; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 79.97, 0.546; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 79.84, 0.369; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 79.68, 0.411; GCF_900198835.1, s__Thermococcus henrietii, 95.0, 79.58, 0.427; GCF_000585495.1, s__Thermococcus nautili, 95.0, 79.5, 0.438; GCF_002214505.1, s__Thermococcus siculi, 95.0, 79.5, 0.471; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 79.48, 0.433; GCA_021160985.1, s__Thermococcus sp021160985, 95.0, 79.47, 0.4; GCF_002214485.1, s__Thermococcus pacificus, 95.0, 79.33, 0.45; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 79.26, 0.388; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 79.21, 0.391; GCF_002214585.1, s__Thermococcus profundus, 95.0, 79.2, 0.351; GCF_017873335.1, s__Thermococcus stetteri, 95.0, 79.15, 0.369; GCF_002214365.1, s__Thermococcus celer, 95.0, 79.14, 0.447; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 79.13, 0.395; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 78.98, 0.387; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 78.92, 0.374; GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 78.9, 0.366; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 78.75, 0.353; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 78.72, 0.35; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 78.63, 0.364; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 78.6, 0.337; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 78.41, 0.369; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 78.34, 0.345; GCA_015523185.1, s__Thermococcus sp015523185, 95.0, 78.24, 0.343; GCA_015523195.1, s__Thermococcus sp015523195, 95.0, 78.11, 0.385; GCA_013153595.1, s__Thermococcus sp013153595, 95.0, 77.99, 0.282; GCA_015520705.1, s__Thermococcus sp015520705, 95.0, 77.73, 0.228	99.36	11	0.98092	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_026991495.1_ASM2699149v1_genomic	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	N/A	N/A	N/A	N/A	N/A	GCA_015523195.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015523195	94.63	0.85	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	N/A	GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 80.55, 0.538; GCA_015522395.1, s__Thermococcus sp015522395, 95.0, 80.28, 0.593; GCF_002214485.1, s__Thermococcus pacificus, 95.0, 80.24, 0.491; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 79.57, 0.508; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 79.46, 0.532; GCA_015523185.1, s__Thermococcus sp015523185, 95.0, 79.36, 0.444; GCF_002214585.1, s__Thermococcus profundus, 95.0, 79.29, 0.512; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 79.26, 0.467; GCF_002214505.1, s__Thermococcus siculi, 95.0, 79.22, 0.455; GCF_900198835.1, s__Thermococcus henrietii, 95.0, 79.18, 0.485; GCF_000585495.1, s__Thermococcus nautili, 95.0, 79.16, 0.483; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 79.15, 0.467; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 79.15, 0.447; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 79.05, 0.514; GCF_017873335.1, s__Thermococcus stetteri, 95.0, 79.0, 0.451; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 78.98, 0.442; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 78.9, 0.438; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 78.86, 0.436; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 78.85, 0.473; GCF_002214465.1, s__Thermococcus barossii, 95.0, 78.85, 0.422; GCA_015521605.1, s__Thermococcus sp015521605, 95.0, 78.84, 0.404; GCF_006274605.1, s__Thermococcus indicus, 95.0, 78.82, 0.449; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 78.8, 0.42; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 78.78, 0.415; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 78.75, 0.418; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 78.75, 0.46; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 78.72, 0.389; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 78.72, 0.417; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 78.71, 0.396; GCF_002214365.1, s__Thermococcus celer, 95.0, 78.69, 0.41; GCF_904067545.1, s__Thermococcus camini, 95.0, 78.68, 0.407; GCF_024707485.1, s__Thermococcus sp024707485, 95.0, 78.63, 0.382; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 78.61, 0.423; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 78.49, 0.397; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 78.47, 0.489; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 78.43, 0.335; GCA_021160985.1, s__Thermococcus sp021160985, 95.0, 78.42, 0.392; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 78.3, 0.334; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 78.05, 0.308; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 77.77, 0.308; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 77.76, 0.361; GCA_013153595.1, s__Thermococcus sp013153595, 95.0, 77.48, 0.322	96.67	11	0.99507	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_026996065.1_ASM2699606v1_genomic	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S012-22;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	37.26	11	0.88422	N/A
GCA_026997135.1_ASM2699713v1_genomic	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__WANQ01;s__WANQ01 sp015521735	GCA_015521735.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__WANQ01;s__WANQ01 sp015521735	99.34	0.9	GCA_015521735.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__WANQ01;s__WANQ01 sp015521735	99.34	0.9	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	62.51	11	N/A	N/A
GCA_026998705.1_ASM2699870v1_genomic	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__WANO01;s__WANO01 sp015521765	GCA_015521765.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__WANO01;s__WANO01 sp015521765	99.02	0.681	GCA_015521765.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__WANO01;s__WANO01 sp015521765	99.02	0.681	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	80.71	11	N/A	N/A
GCA_026999445.1_ASM2699944v1_genomic	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__WAQM01;s__WAQM01 sp015520245	GCA_015520245.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__WAQM01;s__WAQM01 sp015520245	98.63	0.778	GCA_015520245.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__WAQM01;s__WAQM01 sp015520245	98.63	0.778	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	40.24	11	N/A	N/A
GCA_027000005.1_ASM2700000v1_genomic	d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WAMD01;g__JAJRYR01;s__	N/A	N/A	N/A	N/A	N/A	GCA_024275655.1	95.0	d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WAMD01;g__JAJRYR01;s__JAJRYR01 sp024275655	90.48	0.643	d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WAMD01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	67.83	11	0.9885	Genome has more than 11.3% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_027000075.1_ASM2700007v1_genomic	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__WAMV01;g__WAMV01;s__WAMV01 sp015522145	GCA_015522145.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__WAMV01;g__WAMV01;s__WAMV01 sp015522145	99.25	0.788	GCA_015522145.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__WAMV01;g__WAMV01;s__WAMV01 sp015522145	99.25	0.788	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	68.58	11	N/A	N/A
GCA_027000225.1_ASM2700022v1_genomic	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__QNYQ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__QNYQ01;s__	taxonomic classification fully defined by topology	N/A	N/A	56.13	11	0.90848	N/A
GCA_027000715.1_ASM2700071v1_genomic	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	76.3	11	0.79512	N/A
GCA_027000745.1_ASM2700074v1_genomic	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Fervidicoccaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Fervidicoccaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	61.82	11	0.76401	N/A
GCA_027002995.1_ASM2700299v1_genomic	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__	N/A	N/A	N/A	N/A	N/A	GCA_015521295.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01 sp015521295	92.91	0.865	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	91.99	11	0.98934	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_027003895.1_ASM2700389v1_genomic	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015522395	GCA_015522395.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015522395	98.27	0.939	GCA_015522395.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015522395	98.27	0.939	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002214485.1, s__Thermococcus pacificus, 95.0, 82.12, 0.694; GCF_002214505.1, s__Thermococcus siculi, 95.0, 81.77, 0.714; GCA_015523195.1, s__Thermococcus sp015523195, 95.0, 81.1, 0.51; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 80.85, 0.592; GCA_015521605.1, s__Thermococcus sp015521605, 95.0, 80.79, 0.633; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 80.57, 0.673; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 80.52, 0.673; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 80.45, 0.633; GCF_006274605.1, s__Thermococcus indicus, 95.0, 80.42, 0.653; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 80.4, 0.653; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 80.37, 0.49; GCA_015523185.1, s__Thermococcus sp015523185, 95.0, 80.28, 0.653; GCF_002214365.1, s__Thermococcus celer, 95.0, 80.21, 0.592; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 80.17, 0.571; GCF_002214465.1, s__Thermococcus barossii, 95.0, 80.1, 0.673; GCF_904067545.1, s__Thermococcus camini, 95.0, 79.98, 0.633; GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 79.97, 0.612; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 79.96, 0.592; GCF_000585495.1, s__Thermococcus nautili, 95.0, 79.93, 0.592; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 79.86, 0.592; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 79.81, 0.653; GCF_024707485.1, s__Thermococcus sp024707485, 95.0, 79.58, 0.551; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 79.58, 0.531; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 79.58, 0.551; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 79.55, 0.49; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 79.53, 0.673; GCF_900198835.1, s__Thermococcus henrietii, 95.0, 79.44, 0.673; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 79.4, 0.49; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 79.37, 0.571; GCF_017873335.1, s__Thermococcus stetteri, 95.0, 79.31, 0.571; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 79.21, 0.551; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 79.16, 0.653; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 79.12, 0.571; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 79.1, 0.633; GCF_002214585.1, s__Thermococcus profundus, 95.0, 79.07, 0.551; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 78.97, 0.592; GCA_021160985.1, s__Thermococcus sp021160985, 95.0, 78.96, 0.612; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 78.92, 0.306; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 78.82, 0.571; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 78.79, 0.531; GCA_015520705.1, s__Thermococcus sp015520705, 95.0, 78.75, 0.367; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 78.68, 0.49; GCA_013153595.1, s__Thermococcus sp013153595, 95.0, 77.84, 0.245	61.42	11	N/A	N/A
GCA_027003975.1_ASM2700397v1_genomic	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015523185	GCA_015523185.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015523185	99.64	0.857	GCA_015523185.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015523185	99.64	0.857	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000585495.1, s__Thermococcus nautili, 95.0, 82.89, 0.821; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 82.36, 0.857; GCF_900198835.1, s__Thermococcus henrietii, 95.0, 81.77, 0.786; GCF_017873335.1, s__Thermococcus stetteri, 95.0, 80.56, 0.321; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 80.46, 0.5; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 80.27, 0.464; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 80.12, 0.643; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 79.82, 0.321; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 79.73, 0.5; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 79.27, 0.357; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 79.22, 0.607; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 79.2, 0.429; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 79.14, 0.429; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 79.11, 0.393; GCF_002214485.1, s__Thermococcus pacificus, 95.0, 79.09, 0.393; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 79.08, 0.393; GCA_015523195.1, s__Thermococcus sp015523195, 95.0, 78.86, 0.321; GCF_904067545.1, s__Thermococcus camini, 95.0, 78.77, 0.429; GCF_002214465.1, s__Thermococcus barossii, 95.0, 78.72, 0.429; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 78.68, 0.429; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 78.61, 0.393; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 78.57, 0.321; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 78.48, 0.393; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 78.47, 0.393; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 78.41, 0.464; GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 78.36, 0.357; GCF_002214585.1, s__Thermococcus profundus, 95.0, 78.28, 0.357; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 78.26, 0.464; GCA_015521605.1, s__Thermococcus sp015521605, 95.0, 78.25, 0.393; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 78.08, 0.536; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 78.08, 0.393; GCF_006274605.1, s__Thermococcus indicus, 95.0, 78.02, 0.464; GCF_002214505.1, s__Thermococcus siculi, 95.0, 78.01, 0.536; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 77.93, 0.464; GCA_015522395.1, s__Thermococcus sp015522395, 95.0, 77.86, 0.429; GCA_021160985.1, s__Thermococcus sp021160985, 95.0, 77.77, 0.357; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 77.68, 0.393; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 77.63, 0.357; GCF_002214365.1, s__Thermococcus celer, 95.0, 77.56, 0.429; GCF_024707485.1, s__Thermococcus sp024707485, 95.0, 77.33, 0.321; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 76.85, 0.214	38.32	11	N/A	Genome has more than 11.3% of markers with multiple hits
GCA_027004565.1_ASM2700456v1_genomic	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	N/A	N/A	N/A	N/A	N/A	GCA_015522395.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015522395	78.27	0.331	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_015520705.1, s__Thermococcus sp015520705, 95.0, 82.14, 0.302; GCF_002214485.1, s__Thermococcus pacificus, 95.0, 79.16, 0.424; GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 78.93, 0.288; GCA_015521605.1, s__Thermococcus sp015521605, 95.0, 78.71, 0.36; GCF_002214505.1, s__Thermococcus siculi, 95.0, 78.58, 0.381; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 78.58, 0.367; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 78.55, 0.252; GCF_006274605.1, s__Thermococcus indicus, 95.0, 78.52, 0.36; GCF_002214465.1, s__Thermococcus barossii, 95.0, 78.47, 0.288; GCA_015523195.1, s__Thermococcus sp015523195, 95.0, 78.4, 0.245; GCF_000585495.1, s__Thermococcus nautili, 95.0, 78.36, 0.331; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 78.34, 0.403; GCF_017873335.1, s__Thermococcus stetteri, 95.0, 78.33, 0.317; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 78.27, 0.295; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 78.22, 0.381; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 78.22, 0.317; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 78.21, 0.338; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 78.15, 0.309; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 78.14, 0.353; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 78.09, 0.396; GCF_002214585.1, s__Thermococcus profundus, 95.0, 78.03, 0.288; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 78.03, 0.273; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 78.02, 0.324; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 78.01, 0.345; GCF_900198835.1, s__Thermococcus henrietii, 95.0, 77.97, 0.331; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 77.97, 0.396; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 77.97, 0.381; GCF_904067545.1, s__Thermococcus camini, 95.0, 77.93, 0.36; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 77.93, 0.396; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 77.91, 0.281; GCF_024707485.1, s__Thermococcus sp024707485, 95.0, 77.88, 0.396; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 77.85, 0.317; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 77.84, 0.302; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 77.75, 0.309; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 77.65, 0.1; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 77.63, 0.353; GCF_002214365.1, s__Thermococcus celer, 95.0, 77.51, 0.324; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 77.51, 0.281; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 77.5, 0.288; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 77.36, 0.216; GCA_021160985.1, s__Thermococcus sp021160985, 95.0, 77.11, 0.237; GCA_015523185.1, s__Thermococcus sp015523185, 95.0, 77.03, 0.288	51.71	11	0.98032	N/A
GCA_027008355.1_ASM2700835v1_genomic	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_C;s__Archaeoglobus_C sp015520485	GCA_015520485.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_C;s__Archaeoglobus_C sp015520485	99.5	0.957	GCA_015520485.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_C;s__Archaeoglobus_C sp015520485	99.5	0.957	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003978865.1, s__Archaeoglobus_C sp003978865, 95.0, 77.08, 0.163	97.89	11	N/A	N/A
GCA_027010935.1_ASM2701093v1_genomic	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B;s__	N/A	N/A	N/A	N/A	N/A	GCF_000025285.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B;s__Archaeoglobus_B profundus	77.61	0.31	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B;s__	taxonomic classification defined by topology and ANI	N/A	N/A	83.05	11	0.9407	N/A
