"env","genome_name","n_crispr","n_cas","n_spacer","n_cas_protein","n_crispr_level4"
"glacier_mag","MAG_1808QTI1_maxbin2_bin_34_001",1,0,1,0,0
"glacier_mag","MAG_1808QTI1_metabat2_bin_10",27,0,27,0,0
"glacier_mag","MAG_1808QTI1_metabat2_bin_14",17,0,19,0,0
"glacier_mag","MAG_1808QTI1_metabat2_bin_20_002",1,0,2,0,0
"glacier_mag","MAG_1808QTI1_metabat2_bin_27",3,4,44,24,3
"glacier_mag","MAG_1808QTI1_metabat2_bin_28",15,0,16,0,0
"glacier_mag","MAG_1808QTI1_metabat2_bin_29",1,0,1,0,0
"glacier_mag","MAG_1808QTI1_metabat2_bin_30",0,0,0,0,0
"glacier_mag","MAG_1808QTI1_metabat2_bin_37",4,0,4,0,0
"glacier_mag","MAG_1808QTI1_metabat2_bin_4",0,0,0,0,0
"glacier_mag","MAG_1808QTI1_metabat2_bin_41",0,0,0,0,0
"glacier_mag","MAG_1808QTI1_metabat2_bin_50",0,0,0,0,0
"glacier_mag","MAG_1808QTI1_vamb_S1C15450",2,2,35,10,2
"glacier_mag","MAG_1811AZI1_maxbin2_bin_0",5,0,5,0,0
"glacier_mag","MAG_1811AZI1_maxbin2_bin_1",1,0,2,0,0
"glacier_mag","MAG_1811AZI1_maxbin2_bin_11",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_maxbin2_bin_14",2,1,36,6,1
"glacier_mag","MAG_1811AZI1_maxbin2_bin_19",4,0,6,0,0
"glacier_mag","MAG_1811AZI1_maxbin2_bin_25_002",2,1,2,1,0
"glacier_mag","MAG_1811AZI1_maxbin2_bin_28_002",4,0,4,0,0
"glacier_mag","MAG_1811AZI1_maxbin2_bin_3_001",1,0,1,0,0
"glacier_mag","MAG_1811AZI1_maxbin2_bin_32",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_maxbin2_bin_42",6,3,16,12,1
"glacier_mag","MAG_1811AZI1_maxbin2_bin_45",1,0,2,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_1",1,0,1,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_12",2,1,2,1,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_14",3,0,3,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_19",1,0,1,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_22",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_25",3,0,4,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_32",1,0,1,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_34",3,0,3,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_35",1,0,2,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_38",3,0,3,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_39",3,0,3,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_41",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_43",2,1,36,6,1
"glacier_mag","MAG_1811AZI1_metabat2_bin_46",4,0,4,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_5",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_55",2,0,2,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_60",1,0,1,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_62",5,2,8,11,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_67",1,0,5,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_68",9,1,11,1,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_72",2,0,2,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_73",8,2,21,10,1
"glacier_mag","MAG_1811AZI1_metabat2_bin_75_001",14,0,16,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_78",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_8",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_82",1,0,2,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_83",1,0,1,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_86",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_90",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_91",1,0,1,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_92",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_93",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_metabat2_bin_94",6,1,12,2,1
"glacier_mag","MAG_1811AZI1_metabat2_bin_95",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_vamb_S1C10516",10,0,10,0,0
"glacier_mag","MAG_1811AZI1_vamb_S1C11789",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_vamb_S1C2048",1,0,2,0,0
"glacier_mag","MAG_1811AZI1_vamb_S1C2254",4,0,4,0,0
"glacier_mag","MAG_1811AZI1_vamb_S1C3857",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_vamb_S1C3925",9,5,35,16,2
"glacier_mag","MAG_1811AZI1_vamb_S1C4061",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_vamb_S1C4521",2,1,2,1,0
"glacier_mag","MAG_1811AZI1_vamb_S1C5248",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_vamb_S1C5320",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_vamb_S1C5519",2,0,2,0,0
"glacier_mag","MAG_1811AZI1_vamb_S1C5523_002",1,0,2,0,0
"glacier_mag","MAG_1811AZI1_vamb_S1C5693",3,0,4,0,0
"glacier_mag","MAG_1811AZI1_vamb_S1C6042",0,0,0,0,0
"glacier_mag","MAG_1811AZI1_vamb_S1C8977",1,1,35,6,1
"glacier_mag","MAG_1811AZI1_vamb_S1C9514",1,0,1,0,0
"glacier_mag","MAG_1811ZXGI1_metabat2_bin_10",2,0,3,0,0
"glacier_mag","MAG_1811ZXGI1_metabat2_bin_11",9,0,9,0,0
"glacier_mag","MAG_1811ZXGI1_metabat2_bin_14",1,0,1,0,0
"glacier_mag","MAG_1811ZXGI1_metabat2_bin_18",1,0,1,0,0
"glacier_mag","MAG_1811ZXGI1_metabat2_bin_5",2,0,3,0,0
"glacier_mag","MAG_1812RWS_maxbin2_bin_16_001",1,0,3,0,0
"glacier_mag","MAG_1812RWS_maxbin2_bin_17",6,0,14,0,1
"glacier_mag","MAG_1812RWS_maxbin2_bin_4",1,0,1,0,0
"glacier_mag","MAG_1812RWS_maxbin2_bin_5_001",6,0,6,0,0
"glacier_mag","MAG_1812RWS_metabat2_bin_1",5,0,5,0,0
"glacier_mag","MAG_1812RWS_metabat2_bin_12",1,0,2,0,0
"glacier_mag","MAG_1812RWS_metabat2_bin_14",1,0,1,0,0
"glacier_mag","MAG_1812RWS_metabat2_bin_18",1,0,1,0,0
"glacier_mag","MAG_1812RWS_metabat2_bin_2",0,0,0,0,0
"glacier_mag","MAG_1812RWS_metabat2_bin_20",0,0,0,0,0
"glacier_mag","MAG_1812RWS_metabat2_bin_22",5,2,12,3,1
"glacier_mag","MAG_1812RWS_metabat2_bin_6",11,3,15,8,0
"glacier_mag","MAG_1812RWS_metabat2_bin_9",0,0,0,0,0
"glacier_mag","MAG_1812RWS_vamb_S1C2107",1,0,1,0,0
"glacier_mag","MAG_1812RWS_vamb_S1C5657",0,0,0,0,0
"glacier_mag","MAG_1812RWS_vamb_S1C7495",4,0,10,0,1
"glacier_mag","MAG_18PLSC_maxbin2_bin_0",0,0,0,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_103_002",2,0,4,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_12",0,0,0,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_13_001",5,3,11,7,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_13_002",5,0,65,0,1
"glacier_mag","MAG_18PLSC_maxbin2_bin_16_002",1,0,1,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_19",5,0,5,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_20",3,1,3,1,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_21",0,0,0,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_22",0,0,0,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_23",1,0,1,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_25",1,0,1,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_27",1,0,1,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_33",5,0,5,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_36_001",1,0,2,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_44",12,1,14,1,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_54_001",0,0,0,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_57",4,0,6,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_65",4,0,4,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_75",6,1,8,2,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_76_002",3,0,3,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_79_001",8,1,9,1,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_8_001",2,0,2,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_92_001",2,0,2,0,0
"glacier_mag","MAG_18PLSC_maxbin2_bin_96",1,0,1,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_101",10,1,12,1,0
"glacier_mag","MAG_18PLSC_metabat2_bin_107",1,0,1,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_109",1,0,1,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_116",2,0,2,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_119",8,5,27,16,1
"glacier_mag","MAG_18PLSC_metabat2_bin_122",4,1,6,1,0
"glacier_mag","MAG_18PLSC_metabat2_bin_126",0,0,0,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_127",3,0,3,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_129",2,0,4,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_13",2,0,2,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_130",8,0,8,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_131",2,0,4,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_133",1,0,1,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_134",3,0,8,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_139",1,0,1,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_14",3,0,3,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_141",3,0,4,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_142_001",7,0,7,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_17",2,0,2,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_2",1,0,1,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_20",5,0,7,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_25",0,0,0,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_29",3,0,3,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_3",0,0,0,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_30",8,0,8,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_32",0,0,0,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_33",3,0,3,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_34",3,1,3,2,0
"glacier_mag","MAG_18PLSC_metabat2_bin_35",6,1,11,5,1
"glacier_mag","MAG_18PLSC_metabat2_bin_36",8,0,26,0,1
"glacier_mag","MAG_18PLSC_metabat2_bin_38",0,0,0,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_40",1,1,1,1,0
"glacier_mag","MAG_18PLSC_metabat2_bin_41",0,0,0,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_42",1,0,1,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_47",0,0,0,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_48",0,0,0,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_50",13,4,24,16,1
"glacier_mag","MAG_18PLSC_metabat2_bin_52",3,1,3,2,0
"glacier_mag","MAG_18PLSC_metabat2_bin_53",0,0,0,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_54",2,0,2,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_55",6,0,9,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_59",1,0,2,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_60",0,0,0,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_62",1,0,1,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_71",6,1,7,1,0
"glacier_mag","MAG_18PLSC_metabat2_bin_72",7,2,14,2,1
"glacier_mag","MAG_18PLSC_metabat2_bin_75",2,0,4,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_79",8,0,9,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_80",1,0,1,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_83",0,0,0,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_85",1,0,1,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_92",2,0,2,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_96",8,0,12,0,0
"glacier_mag","MAG_18PLSC_metabat2_bin_99",1,0,1,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C11015",1,0,1,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C12388",0,0,0,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C13273",4,0,6,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C14548",3,1,5,1,0
"glacier_mag","MAG_18PLSC_vamb_S1C14587",0,0,0,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C14739",3,1,3,2,0
"glacier_mag","MAG_18PLSC_vamb_S1C14904",0,0,0,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C14992",4,0,5,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C15143",0,0,0,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C15276",2,0,2,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C15424",1,0,2,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C15736",0,0,0,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C2510",1,0,1,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C487",0,0,0,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C5196",0,0,0,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C5318",3,0,3,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C6576",0,0,0,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C6633",2,1,3,1,0
"glacier_mag","MAG_18PLSC_vamb_S1C8874",8,0,8,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C8998",0,0,0,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C9254",6,0,9,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C9484",0,0,0,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C9599",1,0,1,0,0
"glacier_mag","MAG_18PLSC_vamb_S1C9791",1,0,1,0,0
"glacier_mag","MAG_1901QYI1_maxbin2_bin_2",4,0,6,0,0
"glacier_mag","MAG_1901QYI1_maxbin2_bin_3",2,0,2,0,0
"glacier_mag","MAG_1901QYI1_maxbin2_bin_4",6,0,7,0,0
"glacier_mag","MAG_1901QYI1_maxbin2_bin_6_002",18,2,28,10,1
"glacier_mag","MAG_1901QYI1_maxbin2_bin_7",11,2,24,5,1
"glacier_mag","MAG_1901QYI1_metabat2_bin_16",0,0,0,0,0
"glacier_mag","MAG_1901QYI1_metabat2_bin_24",3,0,3,0,0
"glacier_mag","MAG_1901QYI1_metabat2_bin_25",2,0,3,0,0
"glacier_mag","MAG_1901QYI1_metabat2_bin_29",2,0,4,0,0
"glacier_mag","MAG_1901QYI1_metabat2_bin_31",1,0,1,0,0
"glacier_mag","MAG_1901QYI1_metabat2_bin_33",10,2,23,5,1
"glacier_mag","MAG_1901QYI1_metabat2_bin_4",1,0,1,0,0
"glacier_mag","MAG_1901QYI1_metabat2_bin_5_002",25,2,35,10,1
"glacier_mag","MAG_1901QYI1_metabat2_bin_6",3,0,4,0,0
"glacier_mag","MAG_1901QYI1_vamb_S1C2390",0,0,0,0,0
"glacier_mag","MAG_1901QYI1_vamb_S1C2948",2,0,2,0,0
"glacier_mag","MAG_1901QYI1_vamb_S1C482",10,2,23,5,1
"glacier_mag","MAG_1901QYI1_vamb_S1C684",2,0,4,0,0
"glacier_mag","MAG_1901QYI1_vamb_S1C875",0,0,0,0,0
"glacier_mag","MAG_1901QYI1_vamb_S1C915_002",13,0,18,0,0
"glacier_mag","MAG_1901QYS_maxbin2_bin_1",2,1,2,1,0
"glacier_mag","MAG_1901QYS_maxbin2_bin_2",1,0,1,0,0
"glacier_mag","MAG_1901QYS_maxbin2_bin_3_001",70,1,80,1,1
"glacier_mag","MAG_1901QYS_metabat2_bin_10",94,3,102,3,1
"glacier_mag","MAG_1901QYS_metabat2_bin_11",1,0,1,0,0
"glacier_mag","MAG_1901QYS_metabat2_bin_19",2,0,3,0,0
"glacier_mag","MAG_1901QYS_metabat2_bin_21",4,0,4,0,0
"glacier_mag","MAG_1901QYS_metabat2_bin_23",3,0,7,0,0
"glacier_mag","MAG_1901QYS_metabat2_bin_27",1,0,1,0,0
"glacier_mag","MAG_1901QYS_metabat2_bin_4",1,0,3,0,0
"glacier_mag","MAG_1901QYS_vamb_S1C11403",2,0,2,0,0
"glacier_mag","MAG_1901QYS_vamb_S1C9100",1,0,1,0,0
"glacier_mag","MAG_1905ZF6280I1_maxbin2_bin_1",2,0,2,0,0
"glacier_mag","MAG_1905ZF6280I1_maxbin2_bin_10",4,0,6,0,0
"glacier_mag","MAG_1905ZF6280I1_maxbin2_bin_11_002",0,0,0,0,0
"glacier_mag","MAG_1905ZF6280I1_maxbin2_bin_23_001",1,0,1,0,0
"glacier_mag","MAG_1905ZF6280I1_maxbin2_bin_29_001",20,0,24,0,0
"glacier_mag","MAG_1905ZF6280I1_maxbin2_bin_3",1,0,1,0,0
"glacier_mag","MAG_1905ZF6280I1_maxbin2_bin_5",0,0,0,0,0
"glacier_mag","MAG_1905ZF6280I1_maxbin2_bin_8_001",5,2,37,11,2
"glacier_mag","MAG_1905ZF6280I1_maxbin2_bin_9",14,6,26,10,1
"glacier_mag","MAG_1905ZF6280I1_metabat2_bin_12",14,6,26,10,1
"glacier_mag","MAG_1905ZF6280I1_metabat2_bin_18",3,0,3,0,0
"glacier_mag","MAG_1905ZF6280I1_metabat2_bin_20",1,0,3,0,0
"glacier_mag","MAG_1905ZF6280I1_metabat2_bin_21",3,1,3,1,0
"glacier_mag","MAG_1905ZF6280I1_metabat2_bin_22",0,0,0,0,0
"glacier_mag","MAG_1905ZF6280I1_metabat2_bin_28",2,0,3,0,0
"glacier_mag","MAG_1905ZF6280I1_metabat2_bin_29",0,0,0,0,0
"glacier_mag","MAG_1905ZF6280I1_metabat2_bin_31",0,0,0,0,0
"glacier_mag","MAG_1905ZF6280I1_metabat2_bin_32",2,0,2,0,0
"glacier_mag","MAG_1905ZF6280I1_metabat2_bin_35",6,2,38,11,2
"glacier_mag","MAG_1905ZF6280I1_metabat2_bin_6",1,0,1,0,0
"glacier_mag","MAG_1905ZF6280I1_metabat2_bin_8",36,0,56,0,0
"glacier_mag","MAG_1905ZF6280I1_vamb_S1C141",1,0,3,0,0
"glacier_mag","MAG_1905ZF6280I1_vamb_S1C3055",6,2,38,11,2
"glacier_mag","MAG_1905ZF6280I1_vamb_S1C311",0,0,0,0,0
"glacier_mag","MAG_1905ZF6280I1_vamb_S1C56",14,6,26,10,1
"glacier_mag","MAG_1905ZF6280I1_vamb_S1C801",2,0,3,0,0
"glacier_mag","MAG_1905ZF6280I1_vamb_S1C814",0,0,0,0,0
"glacier_mag","MAG_1905ZF6280I1_vamb_S1C8557",0,0,0,0,0
"glacier_mag","MAG_1905ZF6280I1_vamb_S1C9204",1,0,1,0,0
"glacier_mag","MAG_1905ZF6320I2_maxbin2_bin_1",6,0,7,0,0
"glacier_mag","MAG_1905ZF6320I2_maxbin2_bin_14",9,0,9,0,0
"glacier_mag","MAG_1905ZF6320I2_maxbin2_bin_2_001",1,0,1,0,0
"glacier_mag","MAG_1905ZF6320I2_metabat2_bin_16",0,0,0,0,0
"glacier_mag","MAG_1905ZF6320I2_metabat2_bin_18",0,0,0,0,0
"glacier_mag","MAG_1905ZF6320I2_metabat2_bin_2",0,0,0,0,0
"glacier_mag","MAG_1905ZF6320I2_metabat2_bin_21",0,0,0,0,0
"glacier_mag","MAG_1905ZF6320I2_metabat2_bin_22",4,0,5,0,0
"glacier_mag","MAG_1905ZF6320I2_metabat2_bin_5",7,0,7,0,0
"glacier_mag","MAG_1905ZF6320I2_metabat2_bin_6",4,0,4,0,0
"glacier_mag","MAG_1905ZF6320I2_metabat2_bin_7",5,2,33,11,2
"glacier_mag","MAG_1905ZF6320I2_vamb_S1C115",0,0,0,0,0
"glacier_mag","MAG_1905ZF6320I2_vamb_S1C3085",1,0,1,0,0
"glacier_mag","MAG_1905ZF6320I2_vamb_S1C7736",3,0,3,0,0
"glacier_mag","MAG_1905ZF6360I3_maxbin2_bin_0",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360I3_maxbin2_bin_10_002",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360I3_maxbin2_bin_15_002",3,1,5,1,0
"glacier_mag","MAG_1905ZF6360I3_maxbin2_bin_17_002",4,0,4,0,0
"glacier_mag","MAG_1905ZF6360I3_maxbin2_bin_2",3,0,3,0,0
"glacier_mag","MAG_1905ZF6360I3_maxbin2_bin_3",8,2,40,11,2
"glacier_mag","MAG_1905ZF6360I3_maxbin2_bin_30",9,0,9,0,0
"glacier_mag","MAG_1905ZF6360I3_maxbin2_bin_32_001",5,0,5,0,0
"glacier_mag","MAG_1905ZF6360I3_maxbin2_bin_5",4,0,27,0,1
"glacier_mag","MAG_1905ZF6360I3_maxbin2_bin_6",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360I3_maxbin2_bin_7",13,7,59,10,2
"glacier_mag","MAG_1905ZF6360I3_maxbin2_bin_9",1,0,1,0,0
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_10",3,0,3,0,0
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_11",2,0,2,0,0
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_15",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_2",4,0,4,0,0
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_28",8,0,8,0,0
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_35",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_4",7,2,39,11,2
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_40",6,0,135,0,4
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_45",2,0,2,0,0
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_49_001",1,0,1,0,0
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_51",1,0,1,0,0
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_52",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_53",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_55",4,1,6,1,0
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_56",3,0,3,0,0
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_61",3,0,4,0,0
"glacier_mag","MAG_1905ZF6360I3_metabat2_bin_9",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360I3_vamb_S1C1456",2,0,12,0,1
"glacier_mag","MAG_1905ZF6360I3_vamb_S1C1532",8,0,8,0,0
"glacier_mag","MAG_1905ZF6360I3_vamb_S1C1695",7,2,39,11,2
"glacier_mag","MAG_1905ZF6360I3_vamb_S1C1756",3,0,4,0,0
"glacier_mag","MAG_1905ZF6360I3_vamb_S1C2043",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360I3_vamb_S1C2785",2,0,2,0,0
"glacier_mag","MAG_1905ZF6360I3_vamb_S1C2812",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360I3_vamb_S1C2839",4,0,4,0,0
"glacier_mag","MAG_1905ZF6360I3_vamb_S1C2842",3,0,3,0,0
"glacier_mag","MAG_1905ZF6360I3_vamb_S1C35",3,1,5,1,0
"glacier_mag","MAG_1905ZF6360I3_vamb_S1C501",13,7,59,10,2
"glacier_mag","MAG_1905ZF6360I3_vamb_S1C5490",5,0,79,0,3
"glacier_mag","MAG_1905ZF6360I3_vamb_S1C725",2,0,2,0,0
"glacier_mag","MAG_1905ZF6360I3_vamb_S1C8076",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360S_maxbin2_bin_2_002",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360S_maxbin2_bin_4",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360S_maxbin2_bin_44",6,0,6,0,0
"glacier_mag","MAG_1905ZF6360S_metabat2_bin_1",7,0,7,0,0
"glacier_mag","MAG_1905ZF6360S_metabat2_bin_11",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360S_metabat2_bin_24",1,0,1,0,0
"glacier_mag","MAG_1905ZF6360S_metabat2_bin_25_001",10,0,12,0,0
"glacier_mag","MAG_1905ZF6360S_metabat2_bin_3",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360S_metabat2_bin_31_001",2,2,11,11,1
"glacier_mag","MAG_1905ZF6360S_metabat2_bin_8",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360S_vamb_S1C177",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360S_vamb_S1C2861",0,0,0,0,0
"glacier_mag","MAG_1905ZF6360S_vamb_S1C368",21,0,23,0,0
"glacier_mag","MAG_1905ZF6400I1_maxbin2_bin_0",1,0,1,0,0
"glacier_mag","MAG_1905ZF6400I1_maxbin2_bin_1",6,0,6,0,0
"glacier_mag","MAG_1905ZF6400I1_maxbin2_bin_10_002",2,0,2,0,0
"glacier_mag","MAG_1905ZF6400I1_maxbin2_bin_11_001",1,0,1,0,0
"glacier_mag","MAG_1905ZF6400I1_maxbin2_bin_15_002",0,0,0,0,0
"glacier_mag","MAG_1905ZF6400I1_maxbin2_bin_3",1,0,1,0,0
"glacier_mag","MAG_1905ZF6400I1_maxbin2_bin_31",1,0,1,0,0
"glacier_mag","MAG_1905ZF6400I1_maxbin2_bin_35",1,0,1,0,0
"glacier_mag","MAG_1905ZF6400I1_maxbin2_bin_4",1,1,1,1,0
"glacier_mag","MAG_1905ZF6400I1_maxbin2_bin_5",1,0,1,0,0
"glacier_mag","MAG_1905ZF6400I1_maxbin2_bin_6",3,0,3,0,0
"glacier_mag","MAG_1905ZF6400I1_maxbin2_bin_7",3,1,5,1,0
"glacier_mag","MAG_1905ZF6400I1_maxbin2_bin_8_001",3,3,33,11,2
"glacier_mag","MAG_1905ZF6400I1_metabat2_bin_12",2,0,2,0,0
"glacier_mag","MAG_1905ZF6400I1_metabat2_bin_19",1,0,1,0,0
"glacier_mag","MAG_1905ZF6400I1_metabat2_bin_2",1,1,1,1,0
"glacier_mag","MAG_1905ZF6400I1_metabat2_bin_20",2,0,2,0,0
"glacier_mag","MAG_1905ZF6400I1_metabat2_bin_24",0,0,0,0,0
"glacier_mag","MAG_1905ZF6400I1_metabat2_bin_27",5,0,5,0,0
