"genome_name","n_crispr","n_cas","n_spacer","n_cas_protein","n_crispr_level4"
"GCA_023140335.1_ASM2314033v1_genomic.fna",0,0,0,0,0
"GCA_023144215.1_ASM2314421v1_genomic.fna",2,0,2,0,0
"GCA_023252215.1_ASM2325221v1_genomic.fna",1,0,4,0,0
"GCA_023261755.1_ASM2326175v1_genomic.fna",1,0,1,0,0
"GCA_023379875.1_ASM2337987v1_genomic.fna",0,0,0,0,0
"GCA_023457215.1_ASM2345721v1_genomic.fna",10,1,17,4,0
"GCA_023474395.1_ASM2347439v1_genomic.fna",0,0,0,0,0
"GCA_023480545.1_ASM2348054v1_genomic.fna",1,3,19,9,1
"GCA_023480625.1_ASM2348062v1_genomic.fna",0,0,0,0,0
"GCA_023485545.1_ASM2348554v1_genomic.fna",2,0,6,0,0
"GCA_023539525.1_ASM2353952v1_genomic.fna",1,2,1,7,0
"GCA_024256185.1_ASM2425618v1_genomic.fna",0,0,0,0,0
"GCA_024256205.1_ASM2425620v1_genomic.fna",1,0,1,0,0
"GCA_024277355.1_ASM2427735v1_genomic.fna",5,0,9,0,0
"GCA_024451035.1_ASM2445103v1_genomic.fna",2,0,5,0,0
"GCA_024451115.1_ASM2445111v1_genomic.fna",2,1,16,1,1
"GCA_026990915.1_ASM2699091v1_genomic.fna",6,0,36,0,2
"GCA_026994655.1_ASM2699465v1_genomic.fna",5,2,28,9,2
"GCA_027028845.1_ASM2702884v1_genomic.fna",0,0,0,0,0
"GCA_027037495.1_ASM2703749v1_genomic.fna",1,0,1,0,0
"GCA_027037875.1_ASM2703787v1_genomic.fna",5,2,32,4,3
"GCA_027053815.1_ASM2705381v1_genomic.fna",2,0,2,0,0
"GCA_027309905.1_ASM2730990v1_genomic.fna",0,0,0,0,0
"GCA_027334345.1_ASM2733434v1_genomic.fna",0,0,0,0,0
"GCA_027336765.1_ASM2733676v1_genomic.fna",0,0,0,0,0
"GCA_027345565.1_ASM2734556v1_genomic.fna",0,0,0,0,0
"GCA_027348645.1_ASM2734864v1_genomic.fna",1,0,1,0,0
"GCA_027354125.1_ASM2735412v1_genomic.fna",0,0,0,0,0
"GCA_027354325.1_ASM2735432v1_genomic.fna",0,0,0,0,0
"GCA_027366255.1_ASM2736625v1_genomic.fna",1,0,1,0,0
"GCA_027369755.1_ASM2736975v1_genomic.fna",2,0,2,0,0
"GCA_027370375.1_ASM2737037v1_genomic.fna",0,0,0,0,0
"GCA_027375795.1_ASM2737579v1_genomic.fna",1,0,1,0,0
"GCA_027381895.1_ASM2738189v1_genomic.fna",1,0,1,0,0
"GCA_027387075.1_ASM2738707v1_genomic.fna",1,3,27,9,1
"GCA_902384525.1_uncultured_Candidatus_Methanoperedens_sp._LFW-24_genomic.fna",13,8,31,28,1
"GCA_902384795.1_uncultured_DPANN_archaeon_LFW-121_3_genomic.fna",0,0,0,0,0
"GCA_902601345.1_AG-457-A01_genomic.fna",0,0,0,0,0
"GCA_902626095.1_AH-321-B02_genomic.fna",1,0,3,0,0
"GCA_903900065.1_freshwater_MAG_---_AlinenSediments_bin-3165_genomic.fna",0,0,0,0,0
"GCA_903922105.1_freshwater_MAG_---_AlinenSedimentsD1_bin-0755_genomic.fna",5,1,7,1,0
"GCA_903930235.1_freshwater_MAG_---_AlinenSediments_bin-1049_genomic.fna",0,0,0,0,0
"GCA_937884305.1_ERR599172_bin.16_CONCOCT_v1.1_MAG_genomic.fna",2,0,2,0,0
"GCA_938050285.1_ZE-3nov15-84_genomic.fna",1,0,2,0,0
"GCF_000403645.1_ASM40364v1_genomic.fna",1,0,1,0,0
"GCF_001307315.1_Halpeg_cdk2_1_genomic.fna",5,0,5,0,0
"GCF_001402935.1_ASM140293v1_genomic.fna",3,4,79,12,1
"GCF_001560165.1_GG12_C01_14_genomic.fna",4,2,229,8,3
"GCF_009791395.1_ASM979139v1_genomic.fna",4,0,6,0,0
"GCF_009834785.1_ASM983478v1_genomic.fna",2,0,2,0,0
"GCF_017875395.1_ASM1787539v1_genomic.fna",15,0,91,0,5
"GCF_025457605.1_ASM2545760v1_genomic.fna",14,2,40,8,1
"GCF_900182635.1_IMG-taxon_2724679794_annotated_assembly_genomic.fna",3,0,3,0,0
"GCF_900248165.1_Nitrosocaldus_cavascurensis_SCU2_chromosome_genomic.fna",5,1,203,7,2
"GCF_902387325.1_UHGG_MGYG-HGUT-02446_genomic.fna",8,3,129,17,2
"GCA_000484895.1_ASM48489v1_genomic.fna",2,0,2,0,0
"GCA_001402855.1_ASM140285v1_genomic.fna",13,2,202,12,3
"GCA_001548965.1_SCGC-AAA259I07_genomic.fna",0,0,0,0,0
"GCA_001587605.1_ASM158760v1_genomic.fna",1,0,63,0,1
"GCA_001626095.1_ASM162609v1_genomic.fna",1,0,1,0,0
"GCA_002497685.1_ASM249768v1_genomic.fna",1,0,2,0,0
"GCA_002499285.1_ASM249928v1_genomic.fna",2,0,2,0,0
"GCA_002499525.1_ASM249952v1_genomic.fna",0,0,0,0,0
"GCA_002503305.1_ASM250330v1_genomic.fna",2,1,3,2,0
"GCA_002507095.1_ASM250709v1_genomic.fna",0,0,0,0,0
"GCA_002508665.1_ASM250866v1_genomic.fna",12,4,338,27,8
"GCA_002508905.1_ASM250890v1_genomic.fna",6,2,8,9,0
"GCA_002509405.1_ASM250940v1_genomic.fna",1,0,1,0,0
"GCA_002686775.1_ASM268677v1_genomic.fna",1,0,1,0,0
"GCA_002722135.1_ASM272213v1_genomic.fna",2,0,7,0,0
"GCA_002779075.1_ASM277907v1_genomic.fna",2,0,2,0,0
"GCA_003021165.1_ASM302116v1_genomic.fna",1,0,1,0,0
"GCA_003336485.1_ASM333648v1_genomic.fna",15,6,48,23,2
"GCA_003602535.1_ASM360253v1_genomic.fna",2,1,7,1,0
"GCA_003650545.1_ASM365054v1_genomic.fna",2,2,230,18,2
"GCA_003662205.1_ASM366220v1_genomic.fna",1,0,1,0,0
"GCA_003820275.1_ASM382027v1_genomic.fna",1,0,1,0,0
"GCA_005877345.1_ASM587734v1_genomic.fna",1,0,1,0,0
"GCA_007121215.1_ASM712121v1_genomic.fna",4,0,5,0,0
"GCA_007130175.1_ASM713017v1_genomic.fna",1,0,1,0,0
"GCA_011040755.1_ASM1104075v1_genomic.fna",1,3,1,4,0
"GCA_011044075.1_ASM1104407v1_genomic.fna",0,0,0,0,0
"GCA_013178175.1_ASM1317817v1_genomic.fna",4,0,64,0,1
"GCA_013390745.1_ASM1339074v1_genomic.fna",3,0,3,0,0
"GCA_014193235.1_ASM1419323v1_genomic.fna",0,0,0,0,0
"GCA_015521515.1_ASM1552151v1_genomic.fna",1,0,6,0,1
"GCA_015659615.1_ASM1565961v1_genomic.fna",4,1,6,1,0
"GCA_016180125.1_ASM1618012v1_genomic.fna",0,0,0,0,0
"GCA_016188215.1_ASM1618821v1_genomic.fna",1,0,1,0,0
"GCA_016202795.1_ASM1620279v1_genomic.fna",0,0,0,0,0
"GCA_016208715.1_ASM1620871v1_genomic.fna",4,0,4,0,0
"GCA_016297015.1_ASM1629701v1_genomic.fna",0,0,0,0,0
"GCA_016839875.1_ASM1683987v1_genomic.fna",3,1,5,1,0
"GCA_016840565.1_ASM1684056v1_genomic.fna",0,0,0,0,0
"GCA_016840795.1_ASM1684079v1_genomic.fna",0,0,0,0,0
"GCA_016840855.1_ASM1684085v1_genomic.fna",0,0,0,0,0
"GCA_017601165.1_ASM1760116v1_genomic.fna",0,0,0,0,0
"GCA_017609865.1_ASM1760986v1_genomic.fna",6,1,6,1,0
"GCA_017958805.1_ASM1795880v1_genomic.fna",0,0,0,0,0
"GCA_017997385.1_ASM1799738v1_genomic.fna",3,0,3,0,0
"GCA_018260755.1_ASM1826075v1_genomic.fna",23,6,81,15,1
"GCA_018303785.1_ASM1830378v1_genomic.fna",0,0,0,0,0
"GCA_018670325.1_ASM1867032v1_genomic.fna",1,0,1,0,0
"GCA_018674815.1_ASM1867481v1_genomic.fna",6,2,11,7,1
"GCA_018701795.1_ASM1870179v1_genomic.fna",2,0,5,0,0
"GCA_018812505.1_ASM1881250v1_genomic.fna",5,0,5,0,0
"GCA_018824625.1_ASM1882462v1_genomic.fna",0,0,0,0,0
"GCA_018920365.1_ASM1892036v1_genomic.fna",1,0,1,0,0
"GCA_019056775.1_ASM1905677v1_genomic.fna",5,1,22,2,1
"GCA_019058315.1_ASM1905831v1_genomic.fna",15,0,53,0,0
"GCA_019594565.1_ASM1959456v1_genomic.fna",3,2,8,4,1
"GCA_019685655.1_ASM1968565v1_genomic.fna",0,0,0,0,0
"GCA_020855035.1_ASM2085503v1_genomic.fna",6,0,10,0,0
"GCA_021513715.1_ASM2151371v1_genomic.fna",16,2,276,16,4
"GCA_021797385.1_ASM2179738v1_genomic.fna",2,0,3,0,0
"GCA_021817205.1_ASM2181720v1_genomic.fna",0,0,0,0,0
"GCA_021822985.1_ASM2182298v1_genomic.fna",1,0,18,0,1
"GCA_021835515.1_ASM2183551v1_genomic.fna",0,0,0,0,0
"GCA_021845105.1_ASM2184510v1_genomic.fna",0,0,0,0,0
"GCA_022013775.1_ASM2201377v1_genomic.fna",0,0,0,0,0
"GCA_022015075.1_ASM2201507v1_genomic.fna",0,0,0,0,0
"GCA_022257805.1_ASM2225780v1_genomic.fna",1,0,1,0,0
"GCA_022482685.1_ASM2248268v1_genomic.fna",8,2,21,9,1
"GCA_022866845.1_ASM2286684v1_genomic.fna",0,0,0,0,0
"GCA_023128355.1_ASM2312835v1_genomic.fna",5,4,28,7,2
"GCA_023134675.1_ASM2313467v1_genomic.fna",3,0,3,0,0
"GCA_023136005.1_ASM2313600v1_genomic.fna",1,0,1,0,0
"GCA_023144075.1_ASM2314407v1_genomic.fna",0,0,0,0,0
"GCA_023256385.1_ASM2325638v1_genomic.fna",3,0,3,0,0
"GCA_023381275.1_ASM2338127v1_genomic.fna",0,0,0,0,0
"GCA_023381355.1_ASM2338135v1_genomic.fna",2,4,21,12,1
"GCA_023705825.1_ASM2370582v1_genomic.fna",12,1,89,1,4
"GCA_024413395.1_ASM2441339v1_genomic.fna",2,0,2,0,0
"GCA_024960045.1_ASM2496004v1_genomic.fna",2,0,2,0,0
"GCA_025920765.1_ASM2592076v1_genomic.fna",2,0,5,0,0
"GCA_025936955.1_ASM2593695v1_genomic.fna",1,0,1,0,0
"GCA_026015155.1_ASM2601515v1_genomic.fna",2,0,2,0,0
"GCA_026015225.1_ASM2601522v1_genomic.fna",0,0,0,0,0
"GCA_026991495.1_ASM2699149v1_genomic.fna",4,4,56,14,3
"GCA_027008105.1_ASM2700810v1_genomic.fna",1,0,1,0,0
"GCA_027014275.1_ASM2701427v1_genomic.fna",3,2,14,9,1
"GCA_027018025.1_ASM2701802v1_genomic.fna",20,2,148,11,9
"GCA_027028685.1_ASM2702868v1_genomic.fna",1,0,6,0,1
"GCA_027043205.1_ASM2704320v1_genomic.fna",1,0,2,0,0
"GCA_027054035.1_ASM2705403v1_genomic.fna",3,0,11,0,1
"GCA_027076265.1_ASM2707626v1_genomic.fna",4,1,4,1,0
"GCA_027315165.1_ASM2731516v1_genomic.fna",0,0,0,0,0
"GCA_027329765.1_ASM2732976v1_genomic.fna",2,0,2,0,0
"GCA_027331015.1_ASM2733101v1_genomic.fna",4,0,4,0,0
"GCA_027342765.1_ASM2734276v1_genomic.fna",1,0,1,0,0
"GCA_027363995.1_ASM2736399v1_genomic.fna",0,0,0,0,0
"GCA_027368015.1_ASM2736801v1_genomic.fna",4,3,119,12,3
"GCA_027368555.1_ASM2736855v1_genomic.fna",0,0,0,0,0
"GCA_027368615.1_ASM2736861v1_genomic.fna",0,0,0,0,0
"GCA_027369815.1_ASM2736981v1_genomic.fna",0,0,0,0,0
"GCA_027370915.1_ASM2737091v1_genomic.fna",0,0,0,0,0
"GCA_027371155.1_ASM2737115v1_genomic.fna",7,1,138,1,6
"GCA_027372565.1_ASM2737256v1_genomic.fna",0,0,0,0,0
"GCA_027378375.1_ASM2737837v1_genomic.fna",1,0,1,0,0
"GCA_027380055.1_ASM2738005v1_genomic.fna",2,2,44,9,1
"GCA_027380425.1_ASM2738042v1_genomic.fna",0,0,0,0,0
"GCA_027448585.1_ASM2744858v1_genomic.fna",0,0,0,0,0
"GCA_027448685.1_ASM2744868v1_genomic.fna",0,0,0,0,0
"GCA_027491835.1_ASM2749183v1_genomic.fna",2,0,2,0,0
"GCA_900321995.1_Rumen_uncultured_genome_RUG748_genomic.fna",23,1,34,1,0
"GCA_902763115.1_Rumen_uncultured_genome_RUG10830_genomic.fna",7,0,11,0,0
"GCA_903856155.1_freshwater_MAG_---_LaPlata-15m-a_bin-423_genomic.fna",1,0,1,0,0
"GCA_903879555.1_freshwater_MAG_---_AlinenSedimentsCore3_bin-1191_genomic.fna",2,0,2,0,0
"GCA_903884205.1_freshwater_MAG_---_KR_bin-3225_genomic.fna",0,0,0,0,0
"GCA_903901955.1_freshwater_MAG_---_AlinenLipids_bin-0907_genomic.fna",0,0,0,0,0
"GCA_905182125.1_FRAM18_bin109_genomic.fna",1,0,1,0,0
"GCA_938038285.1_AH-03may19-143_genomic.fna",2,1,5,1,0
"GCF_000189815.1_ASM18981v2_genomic.fna",3,1,3,1,0
"GCF_000336815.1_ASM33681v1_genomic.fna",7,2,80,11,1
"GCF_000730175.1_ASM73017v1_genomic.fna",10,3,101,16,5
"GCF_000980135.1_gtlEnvA5udCFS_genomic.fna",13,6,113,17,2
"GCF_003045125.1_CN25urea_metaspades_genomic.fna",1,0,1,0,0
"GCF_003173335.1_ASM317333v1_genomic.fna",2,3,24,18,2
"GCF_005435225.1_ASM543522v1_genomic.fna",9,1,14,4,0
"GCF_013761205.1_ASM1376120v1_genomic.fna",5,1,125,8,1
"GCF_013761225.1_ASM1376122v1_genomic.fna",7,0,8,0,0
"GCF_017873335.1_ASM1787333v1_genomic.fna",5,0,119,0,5
"GCF_023195915.1_ASM2319591v1_genomic.fna",1,1,80,8,1
"GCF_023638055.1_ASM2363805v1_genomic.fna",6,0,8,0,0
"GCF_024494725.1_ASM2449472v1_genomic.fna",1,0,1,0,0
"GCF_024609245.1_ASM2460924v1_genomic.fna",1,0,3,0,0
"GCF_024662215.1_ASM2466221v1_genomic.fna",8,0,64,0,1
"GCF_900109595.1_IMG-taxon_2654588138_annotated_assembly_genomic.fna",3,1,4,1,0
"GCA_001516765.1_ASM151676v1_genomic.fna",0,0,0,0,0
"GCA_001800815.1_ASM180081v1_genomic.fna",0,0,0,0,0
"GCA_001872325.1_ASM187232v1_genomic.fna",2,0,2,0,0
"GCA_001917865.1_ASM191786v1_genomic.fna",0,0,0,0,0
"GCA_002011195.1_ASM201119v1_genomic.fna",0,0,0,0,0
"GCA_002252935.1_ASM225293v1_genomic.fna",8,0,18,0,1
"GCA_002495575.1_ASM249557v1_genomic.fna",1,0,1,0,0
"GCA_002495805.1_ASM249580v1_genomic.fna",2,1,18,8,2
"GCA_002497405.1_ASM249740v1_genomic.fna",2,0,3,0,0
"GCA_002499715.1_ASM249971v1_genomic.fna",0,0,0,0,0
"GCA_002502415.1_ASM250241v1_genomic.fna",0,0,0,0,0
"GCA_002687275.1_ASM268727v1_genomic.fna",1,0,1,0,0
"GCA_002688965.1_ASM268896v1_genomic.fna",6,1,7,1,0
"GCA_002709285.1_ASM270928v1_genomic.fna",3,0,9,0,0
"GCA_003023165.1_ASM302316v1_genomic.fna",3,0,4,0,0
"GCA_003170955.1_20110800_E1S_genomic.fna",2,0,2,0,0
"GCA_003266105.1_ASM326610v1_genomic.fna",4,1,7,1,0
"GCA_003649965.1_ASM364996v1_genomic.fna",3,2,3,5,0
"GCA_003650785.1_ASM365078v1_genomic.fna",1,0,1,0,0
"GCA_003660885.1_ASM366088v1_genomic.fna",2,2,2,11,0
"GCA_003661185.1_ASM366118v1_genomic.fna",1,0,1,0,0
"GCA_003661625.1_ASM366162v1_genomic.fna",0,0,0,0,0
"GCA_004524035.1_ASM452403v1_genomic.fna",0,0,0,0,0
"GCA_005239845.1_ASM523984v1_genomic.fna",5,0,11,0,1
"GCA_005877425.1_ASM587742v1_genomic.fna",3,0,3,0,0
"GCA_009889515.1_ASM988951v1_genomic.fna",8,1,166,10,6
"GCA_011366285.1_ASM1136628v1_genomic.fna",2,0,2,0,0
"GCA_012959925.1_ASM1295992v1_genomic.fna",3,0,3,0,0
"GCA_013201385.1_ASM1320138v1_genomic.fna",2,1,4,1,0
"GCA_013201445.1_ASM1320144v1_genomic.fna",0,0,0,0,0
"GCA_013329455.1_ASM1332945v1_genomic.fna",3,3,28,11,1
"GCA_013425405.1_ASM1342540v1_genomic.fna",2,0,2,0,0
"GCA_013867345.1_ASM1386734v1_genomic.fna",0,0,0,0,0
"GCA_015658585.1_ASM1565858v1_genomic.fna",1,0,1,0,0
"GCA_015662495.1_ASM1566249v1_genomic.fna",1,0,1,0,0
"GCA_016181375.1_ASM1618137v1_genomic.fna",0,0,0,0,0
"GCA_016839265.1_ASM1683926v1_genomic.fna",1,0,37,0,1
"GCA_016840065.1_ASM1684006v1_genomic.fna",5,0,11,0,0
"GCA_016840625.1_ASM1684062v1_genomic.fna",6,0,13,0,0
"GCA_016840885.1_ASM1684088v1_genomic.fna",0,0,0,0,0
"GCA_016872035.1_JGI_2017-08-21_genomic.fna",0,0,0,0,0
"GCA_016919565.1_ASM1691956v1_genomic.fna",0,0,0,0,0
"GCA_017508945.1_ASM1750894v1_genomic.fna",5,0,7,0,0
"GCA_017537385.1_ASM1753738v1_genomic.fna",3,0,3,0,0
"GCA_017540705.1_ASM1754070v1_genomic.fna",1,0,1,0,0
"GCA_017609085.1_ASM1760908v1_genomic.fna",0,0,0,0,0
"GCA_017634055.1_ASM1763405v1_genomic.fna",5,1,8,2,0
"GCA_018433825.1_SM3_genomic.fna",11,3,76,16,3
"GCA_018652445.1_ASM1865244v1_genomic.fna",2,0,6,0,0
"GCA_018659065.1_ASM1865906v1_genomic.fna",2,0,3,0,0
"GCA_018676015.1_ASM1867601v1_genomic.fna",2,1,4,1,0
"GCA_018895755.1_ASM1889575v1_genomic.fna",1,0,1,0,0
"GCA_018992465.1_ASM1899246v1_genomic.fna",3,1,5,1,0
"GCA_020055905.1_ASM2005590v1_genomic.fna",0,0,0,0,0
"GCA_020057285.1_ASM2005728v1_genomic.fna",0,0,0,0,0
"GCA_020355105.1_ASM2035510v1_genomic.fna",0,0,0,0,0
"GCA_020355185.1_ASM2035518v1_genomic.fna",3,0,3,0,0
"GCA_020724985.1_ASM2072498v1_genomic.fna",3,0,6,0,0
"GCA_021161465.1_ASM2116146v1_genomic.fna",7,1,7,1,0
"GCA_021161985.1_ASM2116198v1_genomic.fna",10,4,77,8,4
"GCA_021162905.1_ASM2116290v1_genomic.fna",11,4,71,5,3
"GCA_021794885.1_ASM2179488v1_genomic.fna",0,0,0,0,0
"GCA_021847855.1_ASM2184785v1_genomic.fna",0,0,0,0,0
"GCA_022749905.1_ASM2274990v1_genomic.fna",0,0,0,0,0
"GCA_022837835.1_ASM2283783v1_genomic.fna",6,2,12,3,1
"GCA_022866365.1_ASM2286636v1_genomic.fna",0,0,0,0,0
"GCA_023129155.1_ASM2312915v1_genomic.fna",0,0,0,0,0
"GCA_023228065.1_ASM2322806v1_genomic.fna",5,0,5,0,0
"GCA_023487225.1_ASM2348722v1_genomic.fna",2,1,25,1,1
"GCA_023511755.1_ASM2351175v1_genomic.fna",0,0,0,0,0
"GCA_023539595.1_ASM2353959v1_genomic.fna",1,2,3,5,0
"GCA_023658855.1_ASM2365885v1_genomic.fna",1,0,2,0,0
"GCA_024399155.1_ASM2439915v1_genomic.fna",1,0,1,0,0
"GCA_025057985.1_ASM2505798v1_genomic.fna",9,1,75,1,9
"GCA_025920435.1_ASM2592043v1_genomic.fna",0,0,0,0,0
"GCA_025920725.1_ASM2592072v1_genomic.fna",2,4,38,19,1
"GCA_025923795.1_ASM2592379v1_genomic.fna",6,0,7,0,0
"GCA_026014605.1_ASM2601460v1_genomic.fna",0,0,0,0,0
"GCA_026127825.1_ASM2612782v1_genomic.fna",1,0,1,0,0
"GCA_027007605.1_ASM2700760v1_genomic.fna",1,0,1,0,0
"GCA_027023205.1_ASM2702320v1_genomic.fna",3,0,36,0,1
"GCA_027026825.1_ASM2702682v1_genomic.fna",3,0,8,0,0
"GCA_027028745.1_ASM2702874v1_genomic.fna",1,0,1,0,0
"GCA_027036775.1_ASM2703677v1_genomic.fna",10,7,63,22,5
"GCA_027058035.1_ASM2705803v1_genomic.fna",1,0,1,0,0
"GCA_027062685.1_ASM2706268v1_genomic.fna",0,0,0,0,0
"GCA_027250675.1_ASM2725067v1_genomic.fna",0,0,0,0,0
"GCA_027316925.1_ASM2731692v1_genomic.fna",16,3,131,9,9
"GCA_027328585.1_ASM2732858v1_genomic.fna",11,3,111,11,9
"GCA_027329705.1_ASM2732970v1_genomic.fna",0,0,0,0,0
"GCA_027334145.1_ASM2733414v1_genomic.fna",0,0,0,0,0
"GCA_027335275.1_ASM2733527v1_genomic.fna",1,0,1,0,0
"GCA_027353885.1_ASM2735388v1_genomic.fna",1,0,1,0,0
"GCA_027357825.1_ASM2735782v1_genomic.fna",2,0,16,0,2
"GCA_027363965.1_ASM2736396v1_genomic.fna",0,0,0,0,0
"GCA_027364035.1_ASM2736403v1_genomic.fna",0,0,0,0,0
"GCA_027364425.1_ASM2736442v1_genomic.fna",0,0,0,0,0
"GCA_027367935.1_ASM2736793v1_genomic.fna",0,0,0,0,0
"GCA_027371095.1_ASM2737109v1_genomic.fna",0,0,0,0,0
"GCA_027372725.1_ASM2737272v1_genomic.fna",1,0,1,0,0
"GCA_027373575.1_ASM2737357v1_genomic.fna",0,0,0,0,0
"GCA_027375295.1_ASM2737529v1_genomic.fna",0,0,0,0,0
"GCA_027376015.1_ASM2737601v1_genomic.fna",0,0,0,0,0
"GCA_027386665.1_ASM2738666v1_genomic.fna",1,0,2,0,0
"GCA_027448145.1_ASM2744814v1_genomic.fna",0,0,0,0,0
"GCA_900313755.1_Rumen_uncultured_genome_RUG833_genomic.fna",11,1,17,1,0
"GCA_902566115.1_AG-410-K20_genomic.fna",1,0,4,0,0
"GCA_902591065.1_AG-439-O06_genomic.fna",2,0,2,0,0
"GCA_903832665.1_freshwater_MAG_---_AM-lipid-01-D7_bin-1774_genomic.fna",1,0,1,0,0
"GCA_903915225.1_freshwater_MAG_---_AlinenSediments_bin-3794_genomic.fna",1,0,1,0,0
"GCA_937884405.1_ERR2206790_bin.88_CONCOCT_v1.1_MAG_genomic.fna",0,0,0,0,0
"GCA_937896855.1_ERR599111_bin.74_CONCOCT_v1.1_MAG_genomic.fna",0,0,0,0,0
"GCA_937911815.1_ERR599051_bin.28_CONCOCT_v1.1_MAG_genomic.fna",1,0,1,0,0
"GCA_937926155.1_ERR2619740_bin.23_CONCOCT_v1.1_MAG_genomic.fna",5,3,8,6,0
"GCF_000190155.1_ASM19015v2_genomic.fna",7,2,87,13,3
"GCF_000337655.1_ASM33765v1_genomic.fna",6,0,7,0,0
"GCF_000337795.1_ASM33779v1_genomic.fna",8,2,31,11,3
"GCF_000404225.1_ASM40422v1_genomic.fna",6,1,116,8,1
"GCF_000731985.1_ASM73198v1_genomic.fna",2,0,11,0,1
"GCF_000980025.1_gtlEnvA5udCFS_genomic.fna",15,8,412,24,3
"GCF_001316065.1_ASM131606v1_genomic.fna",7,4,77,30,4
"GCF_001560725.1_NG05B_CO5_10_genomic.fna",6,3,231,9,4
"GCF_001663375.1_ASM166337v1_genomic.fna",3,0,28,0,1
"GCF_003688715.1_ASM368871v1_genomic.fna",3,0,5,0,0
"GCF_003697845.1_ASM369784v1_genomic.fna",12,2,151,12,2
"GCF_003841505.1_ASM384150v1_genomic.fna",10,0,11,0,0
"GCF_005310945.1_ASM531094v1_genomic.fna",6,0,8,0,0
"GCF_009831625.1_ASM983162v1_genomic.fna",2,0,2,0,0
"GCF_020736485.1_ASM2073648v1_genomic.fna",3,0,5,0,0
"GCF_021029015.1_ASM2102901v1_genomic.fna",0,0,0,0,0
"GCF_024138125.1_ASM2413812v1_genomic.fna",14,1,114,8,3
"GCF_026008575.1_ASM2600857v1_genomic.fna",7,0,7,0,0
"GCF_900115785.1_IMG-taxon_2617270895_annotated_assembly_genomic.fna",4,0,4,0,0
"GCA_001508065.1_ASM150806v1_genomic.fna",1,0,63,0,1
"GCA_001873985.1_ASM187398v1_genomic.fna",0,0,0,0,0
"GCA_002254665.1_ASM225466v1_genomic.fna",10,4,116,19,8
"GCA_002256665.1_ASM225666v1_genomic.fna",1,0,1,0,0
"GCA_002287215.1_ASM228721v1_genomic.fna",15,3,60,11,3
"GCA_002495685.1_ASM249568v1_genomic.fna",6,1,87,8,2
"GCA_002495845.1_ASM249584v1_genomic.fna",3,0,3,0,0
"GCA_002499745.1_ASM249974v1_genomic.fna",2,0,11,0,0
"GCA_002501765.1_ASM250176v1_genomic.fna",8,0,12,0,1
"GCA_002503285.1_ASM250328v1_genomic.fna",2,0,4,0,0
"GCA_002504525.1_ASM250452v1_genomic.fna",3,2,4,14,0
"GCA_002506245.1_ASM250624v1_genomic.fna",0,0,0,0,0
"GCA_002508985.1_ASM250898v1_genomic.fna",10,0,15,0,0
"GCA_002688395.1_ASM268839v1_genomic.fna",1,0,1,0,0
"GCA_002689565.1_ASM268956v1_genomic.fna",2,0,5,0,0
"GCA_002718975.1_ASM271897v1_genomic.fna",3,0,6,0,0
"GCA_002719475.1_ASM271947v1_genomic.fna",6,0,9,0,0
"GCA_002792075.1_ASM279207v1_genomic.fna",2,0,2,0,0
"GCA_002871295.1_ASM287129v1_genomic.fna",2,0,2,0,0
"GCA_003552325.1_ASM355232v1_genomic.fna",2,0,34,0,1
"GCA_003562145.1_ASM356214v1_genomic.fna",0,0,0,0,0
"GCA_003649205.1_ASM364920v1_genomic.fna",5,3,105,20,3
"GCA_003649715.1_ASM364971v1_genomic.fna",5,2,8,4,0
"GCA_003649765.1_ASM364976v1_genomic.fna",0,0,0,0,0
"GCA_004028775.1_ASM402877v1_genomic.fna",6,1,33,10,1
"GCA_004212035.1_ASM421203v1_genomic.fna",2,0,2,0,0
"GCA_004525575.1_ASM452557v1_genomic.fna",2,0,2,0,0
"GCA_005888735.1_ASM588873v1_genomic.fna",1,0,2,0,0
"GCA_007050895.1_ASM705089v1_genomic.fna",2,0,3,0,0
"GCA_009619135.1_ASM961913v1_genomic.fna",0,0,0,0,0
"GCA_009889635.1_ASM988963v1_genomic.fna",1,0,2,0,0
"GCA_011040275.1_ASM1104027v1_genomic.fna",0,0,0,0,0
"GCA_011374275.1_ASM1137427v1_genomic.fna",1,0,1,0,0
"GCA_011391345.1_ASM1139134v1_genomic.fna",1,0,2,0,0
"GCA_012927685.1_ASM1292768v1_genomic.fna",0,0,0,0,0
"GCA_012962785.1_ASM1296278v1_genomic.fna",1,0,1,0,0
"GCA_013153595.1_ASM1315359v1_genomic.fna",1,2,15,4,1
"GCA_013330055.1_ASM1333005v1_genomic.fna",3,1,3,1,0
"GCA_013331595.1_ASM1333159v1_genomic.fna",0,0,0,0,0
"GCA_015520865.1_ASM1552086v1_genomic.fna",0,0,0,0,0
"GCA_015521775.1_ASM1552177v1_genomic.fna",3,2,7,17,1
"GCA_015522935.1_ASM1552293v1_genomic.fna",1,0,1,0,0
"GCA_016207475.1_ASM1620747v1_genomic.fna",0,0,0,0,0
"GCA_016217775.1_ASM1621777v1_genomic.fna",3,0,4,0,0
"GCA_016874685.1_JGI_2017-08-21_genomic.fna",5,2,61,4,2
"GCA_016932355.1_ASM1693235v1_genomic.fna",14,1,14,1,0
"GCA_017385085.1_ASM1738508v1_genomic.fna",0,0,0,0,0
"GCA_017519045.1_ASM1751904v1_genomic.fna",8,3,43,13,2
