"Level","Source","Spacer_count","T_self","T_virus","T_others","T_self_r","T_virus_r","T_others_r","genome_count"
"Species","s__uncultured Cellulosilyticum sp.",6,1,0,5,0.1667,0,0.8333,1
"Species","s__uncultured Chloracidobacterium sp.",3,3,0,0,1,0,0,1
"Species","s__uncultured Coprobacillus sp.",51,0,43,8,0,0.8431,0.1569,1
"Species","s__uncultured Cryomorphaceae bacterium",1,0,0,1,0,0,1,1
"Species","s__uncultured Desulfarculaceae bacterium",2,1,0,1,0.5,0,0.5,1
"Species","s__uncultured Desulfobacterium sp.",5,0,5,0,0,1,0,1
"Species","s__uncultured Erwinia sp.",37,0,26,11,0,0.7027,0.2973,1
"Species","s__uncultured Fibrobacterota bacterium",2,2,0,0,1,0,0,1
"Species","s__uncultured Francisella sp.",8,2,0,6,0.25,0,0.75,1
"Species","s__uncultured Fusobacteriaceae bacterium",2,1,1,0,0.5,0.5,0,1
"Species","s__uncultured Halomicronema sp.",1,1,0,0,1,0,0,1
"Species","s__uncultured Herbinix sp.",1,0,0,1,0,0,1,1
"Species","s__uncultured Hydrogenophilaceae bacterium",2,1,0,1,0.5,0,0.5,1
"Species","s__uncultured Lachnotalea sp.",41,1,26,14,0.0244,0.6341,0.3415,1
"Species","s__uncultured Marinobacter sp.",1,1,0,0,1,0,0,1
"Species","s__uncultured Mesocricetibacter sp.",1,0,1,0,0,1,0,1
"Species","s__uncultured Methylocystaceae bacterium",5,5,0,0,1,0,0,1
"Species","s__uncultured Methylophaga sp.",3,2,1,0,0.6667,0.3333,0,1
"Species","s__uncultured Myxococcaceae bacterium",4,0,2,2,0,0.5,0.5,1
"Species","s__uncultured Negativibacillus sp.",2,0,2,0,0,1,0,1
"Species","s__uncultured Novosphingobium sp.",1,0,1,0,0,1,0,1
"Species","s__uncultured Oceanospirillaceae bacterium",1,1,0,0,1,0,0,1
"Species","s__uncultured Pantoea sp.",7,0,1,6,0,0.1429,0.8571,1
"Species","s__uncultured Pelosinus sp.",2,2,0,0,1,0,0,1
"Species","s__uncultured Pigmentiphaga sp.",6,0,6,0,0,1,0,1
"Species","s__uncultured Pygmaiobacter sp.",1,1,0,0,1,0,0,1
"Species","s__uncultured Rhizobium sp.",4,1,1,2,0.25,0.25,0.5,1
"Species","s__uncultured Rhodospirillaceae bacterium",3,1,0,2,0.3333,0,0.6667,1
"Species","s__uncultured Romboutsia sp.",56,1,46,9,0.0179,0.8214,0.1607,1
"Species","s__uncultured Ruminobacter sp.",38,0,21,17,0,0.5526,0.4474,1
"Species","s__uncultured Sandaracinus sp.",1,0,0,1,0,0,1,1
"Species","s__uncultured Sarcina sp.",18,0,14,4,0,0.7778,0.2222,1
"Species","s__uncultured Scardovia sp.",13,1,9,3,0.0769,0.6923,0.2308,1
"Species","s__uncultured Schlesneria sp.",4,3,1,0,0.75,0.25,0,1
"Species","s__uncultured Schwartzia sp.",7,1,3,3,0.1429,0.4286,0.4285,1
"Species","s__uncultured Sphaerochaeta sp.",3,0,0,3,0,0,1,1
"Species","s__uncultured Spirosoma sp.",3,0,1,2,0,0.3333,0.6667,1
"Species","s__uncultured Sporomusa sp.",3,0,1,2,0,0.3333,0.6667,1
"Species","s__uncultured Sporosarcina sp.",2,2,0,0,1,0,0,1
"Species","s__uncultured Staphylococcaceae bacterium",1,0,1,0,0,1,0,1
"Species","s__uncultured Synergistaceae bacterium",1,1,0,0,1,0,0,1
"Species","s__uncultured Thermoleophilia bacterium",2,2,0,0,1,0,0,1
"Species","s__uncultured Thiocystis sp.",2,1,0,1,0.5,0,0.5,1
"Species","s__uncultured Thiohalocapsa sp.",2,1,1,0,0.5,0.5,0,1
"Species","s__uncultured Thiotrichaceae bacterium",1,1,0,0,1,0,0,1
"Species","s__uncultured Tistrella sp.",4,0,3,1,0,0.75,0.25,1
"Species","s__uncultured eubacterium 1-6",35,1,32,2,0.0286,0.9143,0.0571,1
"Species","s__'Megasphaera vaginalis' Bordigoni et al. 2020",2,0,0,2,0,0,1,NA
"Species","s__Abiotrophia defectiva",3,0,3,0,0,1,0,NA
"Species","s__Absicoccus porci",10,0,9,1,0,0.9,0.1,NA
"Species","s__Absiella sp.",9,0,1,8,0,0.1111,0.8889,NA
"Species","s__Abyssibacter profundi",1,0,1,0,0,1,0,NA
"Species","s__Abyssicoccus albus",2,0,1,1,0,0.5,0.5,NA
"Species","s__Acaryochloris sp. SU_5_25",1,0,0,1,0,0,1,NA
"Species","s__Acetanaerobacterium sp. MSJ-12",1,0,1,0,0,1,0,NA
"Species","s__Acetatifactor muris",43,0,23,20,0,0.5349,0.4651,NA
"Species","s__Acetatifactor sp. DFI.5.50",48,0,39,9,0,0.8125,0.1875,NA
"Species","s__Acetivibrio alkalicellulosi",2,0,0,2,0,0,1,NA
"Species","s__Acetivibrio clariflavus",61,0,59,2,0,0.9672,0.0328,NA
"Species","s__Acetivibrio mesophilus",37,0,36,1,0,0.973,0.027,NA
"Species","s__Acetivibrio saccincola",82,0,73,9,0,0.8902,0.1098,NA
"Species","s__Acetivibrio sp. MSJd-27",2,0,0,2,0,0,1,NA
"Species","s__Acetoanaerobium pronyense",1,0,1,0,0,1,0,NA
"Species","s__Acetobacter cibinongensis",4,0,4,0,0,1,0,NA
"Species","s__Acetobacter farinalis",12,0,0,12,0,0,1,NA
"Species","s__Acetobacter malorum",2,0,0,2,0,0,1,NA
"Species","s__Acetobacter oryzifermentans",16,0,11,5,0,0.6875,0.3125,NA
"Species","s__Acetobacter oryzoeni",8,0,4,4,0,0.5,0.5,NA
"Species","s__Acetobacter peroxydans",5,0,0,5,0,0,1,NA
"Species","s__Acetobacter sp. DmW_125123",17,0,6,11,0,0.3529,0.6471,NA
"Species","s__Acetobacter sp. DmW_125124",17,0,6,11,0,0.3529,0.6471,NA
"Species","s__Acetobacter sp. DmW_125126",17,0,6,11,0,0.3529,0.6471,NA
"Species","s__Acetobacter sp. DmW_125127",17,0,6,11,0,0.3529,0.6471,NA
"Species","s__Acetobacter sp. DmW_125128",17,0,6,11,0,0.3529,0.6471,NA
"Species","s__Acetobacter sp. DmW_125129",17,0,6,11,0,0.3529,0.6471,NA
"Species","s__Acetobacter sp. DmW_125130",17,0,6,11,0,0.3529,0.6471,NA
"Species","s__Acetobacter sp. DmW_125131",17,0,6,11,0,0.3529,0.6471,NA
"Species","s__Acetobacter sp. DmW_125132",17,0,6,11,0,0.3529,0.6471,NA
"Species","s__Acetobacter sp. DmW_125133",17,0,6,11,0,0.3529,0.6471,NA
"Species","s__Acetobacter sp. DmW_125134",17,0,6,11,0,0.3529,0.6471,NA
"Species","s__Acetobacter sp. DmW_125135",17,0,6,11,0,0.3529,0.6471,NA
"Species","s__Acetobacter sp. DmW_136",4,0,3,1,0,0.75,0.25,NA
"Species","s__Acetobacter sp. JWB",4,0,3,1,0,0.75,0.25,NA
"Species","s__Acetobacterium sp. KB-1",6,0,6,0,0,1,0,NA
"Species","s__Acetobacterium sp. MES1",15,0,5,10,0,0.3333,0.6667,NA
"Species","s__Acetobacterium sp. UBA5834",3,0,2,1,0,0.6667,0.3333,NA
"Species","s__Acetobacterium woodii",1,0,1,0,0,1,0,NA
"Species","s__Acetomicrobium flavidum",36,0,35,1,0,0.9722,0.0278,NA
"Species","s__Acetomicrobium hydrogeniformans",42,0,34,8,0,0.8095,0.1905,NA
"Species","s__Acetomicrobium mobile",54,0,50,4,0,0.9259,0.0741,NA
"Species","s__Acetomicrobium sp.",46,0,42,4,0,0.913,0.087,NA
"Species","s__Acetomicrobium thermoterrenum",9,0,9,0,0,1,0,NA
"Species","s__Acetothermia bacterium UBA3560",4,0,0,4,0,0,1,NA
"Species","s__Acholeplasmataceae bacterium UBA4950",5,0,1,4,0,0.2,0.8,NA
"Species","s__Acholeplasmataceae bacterium UBA5409",5,0,3,2,0,0.6,0.4,NA
"Species","s__Acholeplasmataceae bacterium UBA5491",1,0,0,1,0,0,1,NA
"Species","s__Achromobacter sp. AONIH1",17,0,14,3,0,0.8235,0.1765,NA
"Species","s__Acidaminococcus hominis",48,0,33,15,0,0.6875,0.3125,NA
"Species","s__Acidaminococcus sp. AM05-11",87,0,62,25,0,0.7126,0.2874,NA
"Species","s__Acidaminococcus sp. AM33-14BH",8,0,7,1,0,0.875,0.125,NA
"Species","s__Acidaminococcus sp. BV3L6",12,0,10,2,0,0.8333,0.1667,NA
"Species","s__Acidaminococcus sp. UBA2733",3,0,2,1,0,0.6667,0.3333,NA
"Species","s__Acidaminococcus sp. UBA7736",2,0,1,1,0,0.5,0.5,NA
"Species","s__Acidaminococcus timonensis",20,0,14,6,0,0.7,0.3,NA
"Species","s__Acidibacillus sp.",1,0,0,1,0,0,1,NA
"Species","s__Acidiferrobacter sp. SPIII_3",5,0,2,3,0,0.4,0.6,NA
"Species","s__Acidihalobacter prosperus",1,0,0,1,0,0,1,NA
"Species","s__Acidiluteibacter ferrifornacis",1,0,1,0,0,1,0,NA
"Species","s__Acidilutibacter cellobiosedens",35,0,27,8,0,0.7714,0.2286,NA
"Species","s__Acidimicrobium ferrooxidans",1,0,0,1,0,0,1,NA
"Species","s__Acidiphilium iwatense",2,0,0,2,0,0,1,NA
"Species","s__Acidiphilium multivorum",22,0,0,22,0,0,1,NA
"Species","s__Acidiphilium sp. 21-60-14",3,0,0,3,0,0,1,NA
"Species","s__Acidiphilium sp. 21-66-27",1,0,0,1,0,0,1,NA
"Species","s__Acidiphilium sp. 34-64-41",2,0,2,0,0,1,0,NA
"Species","s__Acidiphilium sp. 37-60-79",1,0,0,1,0,0,1,NA
"Species","s__Acidiphilium sp. 37-67-22",5,0,0,5,0,0,1,NA
"Species","s__Acidiphilium sp. C61",8,0,0,8,0,0,1,NA
"Species","s__Acidiphilium sp. PM",14,0,0,14,0,0,1,NA
"Species","s__Acidipropionibacterium acidipropionici",8,0,8,0,0,1,0,NA
"Species","s__Acidipropionibacterium virtanenii",11,0,8,3,0,0.7273,0.2727,NA
"Species","s__Acidithiobacillus ferrianus",5,0,0,5,0,0,1,NA
"Species","s__Acidithiobacillus ferriphilus",6,0,0,6,0,0,1,NA
"Species","s__Acidithiobacillus sp. BN09-2",1,0,0,1,0,0,1,NA
"Species","s__Acidithiobacillus sp. CV18-2",1,0,0,1,0,0,1,NA
"Species","s__Acidithiobacillus sp. CV18-3",1,0,0,1,0,0,1,NA
"Species","s__Acidithiobacillus sp. GG1-14",2,0,1,1,0,0.5,0.5,NA
"Species","s__Acidithiobacillus sp. MC2.2",1,0,0,1,0,0,1,NA
"Species","s__Acidithiobacillus sp. PG05",1,0,0,1,0,0,1,NA
"Species","s__Acidithiobacillus sp. RW2",13,0,0,13,0,0,1,NA
"Species","s__Acidithiobacillus sp. S30A2",10,0,2,8,0,0.2,0.8,NA
"Species","s__Acidithiobacillus sp. VAN18-1",3,0,0,3,0,0,1,NA
"Species","s__Acidithiobacillus sulfuriphilus",4,0,3,1,0,0.75,0.25,NA
"Species","s__Acidobacteria bacterium 13_1_20CM_3_53_8",1,0,0,1,0,0,1,NA
"Species","s__Acidobacteria bacterium 5-1",1,0,0,1,0,0,1,NA
"Species","s__Acidobacteria bacterium Ga0074141",2,0,0,2,0,0,1,NA
"Species","s__Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21",1,0,1,0,0,1,0,NA
"Species","s__Acidobacterium capsulatum",3,0,0,3,0,0,1,NA
"Species","s__Acidocella sp. 20-58-15",4,0,0,4,0,0,1,NA
"Species","s__Acidocella sp. MX-AZ03",22,0,1,21,0,0.0455,0.9545,NA
"Species","s__Acidothermus cellulolyticus",1,0,0,1,0,0,1,NA
"Species","s__Acidovorax delafieldii",8,0,5,3,0,0.625,0.375,NA
"Species","s__Acidovorax radicis",1,0,1,0,0,1,0,NA
"Species","s__Acidovorax sp. 1608163",3,0,3,0,0,1,0,NA
"Species","s__Acidovorax sp. 56",9,0,4,5,0,0.4444,0.5556,NA
"Species","s__Acidovorax sp. FJL06",1,0,1,0,0,1,0,NA
"Species","s__Acidovorax sp. GW101-3H11",21,0,15,6,0,0.7143,0.2857,NA
"Species","s__Acidovorax sp. HDW3",4,0,2,2,0,0.5,0.5,NA
"Species","s__Acidovorax sp. JS42",20,0,14,6,0,0.7,0.3,NA
"Species","s__Acidovorax sp. NO-1",1,0,0,1,0,0,1,NA
"Species","s__Acidovorax sp. RAC01",6,0,6,0,0,1,0,NA
"Species","s__Acidovorax sp. Root275",3,0,3,0,0,1,0,NA
"Species","s__Acidovorax sp. SCN 65-108",15,0,12,3,0,0.8,0.2,NA
"Species","s__Acidovorax sp. ST3",2,0,2,0,0,1,0,NA
"Species","s__Acinetobacter dispersus",8,0,4,4,0,0.5,0.5,NA
"Species","s__Acinetobacter ihumii",35,0,26,9,0,0.7429,0.2571,NA
"Species","s__Acinetobacter kyonggiensis",10,0,5,5,0,0.5,0.5,NA
"Species","s__Acinetobacter pragensis",3,0,3,0,0,1,0,NA
"Species","s__Acinetobacter qingfengensis",6,0,6,0,0,1,0,NA
"Species","s__Acinetobacter sedimenti",2,0,2,0,0,1,0,NA
"Species","s__Acinetobacter septicus",30,0,18,12,0,0.6,0.4,NA
"Species","s__Acinetobacter sp. 230853",29,0,24,5,0,0.8276,0.1724,NA
"Species","s__Acinetobacter sp. 263903-1",21,0,17,4,0,0.8095,0.1905,NA
"Species","s__Acinetobacter sp. 38-8",1,0,0,1,0,0,1,NA
"Species","s__Acinetobacter sp. 479375",106,0,70,36,0,0.6604,0.3396,NA
"Species","s__Acinetobacter sp. 528",6,0,6,0,0,1,0,NA
"Species","s__Acinetobacter sp. 5862",101,0,61,40,0,0.604,0.396,NA
"Species","s__Acinetobacter sp. 869535",85,0,66,19,0,0.7765,0.2235,NA
"Species","s__Acinetobacter sp. A47",5,0,3,2,0,0.6,0.4,NA
"Species","s__Acinetobacter sp. ABNIH27",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Acinetobacter sp. ACNIH2",20,0,18,2,0,0.9,0.1,NA
"Species","s__Acinetobacter sp. AG3",23,0,12,11,0,0.5217,0.4783,NA
"Species","s__Acinetobacter sp. ANC 3789",1,0,1,0,0,1,0,NA
"Species","s__Acinetobacter sp. ANC 3880",6,0,4,2,0,0.6667,0.3333,NA
"Species","s__Acinetobacter sp. ANC 3926",11,0,6,5,0,0.5455,0.4545,NA
"Species","s__Acinetobacter sp. ANC 4177",5,0,1,4,0,0.2,0.8,NA
"Species","s__Acinetobacter sp. ANC 4218",14,0,7,7,0,0.5,0.5,NA
"Species","s__Acinetobacter sp. ANC 4470",5,0,1,4,0,0.2,0.8,NA
"Species","s__Acinetobacter sp. ANC 4641",12,0,9,3,0,0.75,0.25,NA
"Species","s__Acinetobacter sp. ANC 4805",16,0,13,3,0,0.8125,0.1875,NA
"Species","s__Acinetobacter sp. ANC 4910",13,0,9,4,0,0.6923,0.3077,NA
"Species","s__Acinetobacter sp. ANC 4973",5,0,2,3,0,0.4,0.6,NA
"Species","s__Acinetobacter sp. ANC 5054",3,0,0,3,0,0,1,NA
"Species","s__Acinetobacter sp. ANC 5659",17,0,12,5,0,0.7059,0.2941,NA
"Species","s__Acinetobacter sp. AOR12_HL",62,0,40,22,0,0.6452,0.3548,NA
"Species","s__Acinetobacter sp. AR2-3",3,0,0,3,0,0,1,NA
"Species","s__Acinetobacter sp. ATCC 27244",3,0,1,2,0,0.3333,0.6667,NA
"Species","s__Acinetobacter sp. AYS6",29,0,17,12,0,0.5862,0.4138,NA
"Species","s__Acinetobacter sp. Ag2",26,0,8,18,0,0.3077,0.6923,NA
"Species","s__Acinetobacter sp. BIGb0102",1,0,1,0,0,1,0,NA
"Species","s__Acinetobacter sp. BIGb0204",82,0,9,73,0,0.1098,0.8902,NA
"Species","s__Acinetobacter sp. C15",9,0,1,8,0,0.1111,0.8889,NA
"Species","s__Acinetobacter sp. C16S1",9,0,3,6,0,0.3333,0.6667,NA
"Species","s__Acinetobacter sp. C32I",8,0,5,3,0,0.625,0.375,NA
"Species","s__Acinetobacter sp. CIP 102129",21,0,19,2,0,0.9048,0.0952,NA
"Species","s__Acinetobacter sp. CIP 102143",74,0,51,23,0,0.6892,0.3108,NA
"Species","s__Acinetobacter sp. CIP 102159",27,0,19,8,0,0.7037,0.2963,NA
"Species","s__Acinetobacter sp. CIP 102637",77,0,49,28,0,0.6364,0.3636,NA
"Species","s__Acinetobacter sp. CIP 110321",11,0,6,5,0,0.5455,0.4545,NA
"Species","s__Acinetobacter sp. CIP-A165",10,0,1,9,0,0.1,0.9,NA
"Species","s__Acinetobacter sp. Colony158",2,0,2,0,0,1,0,NA
"Species","s__Acinetobacter sp. ETR1",18,0,5,13,0,0.2778,0.7222,NA
"Species","s__Acinetobacter sp. FDAARGOS_495",74,0,36,38,0,0.4865,0.5135,NA
"Species","s__Acinetobacter sp. FDAARGOS_558",111,0,87,24,0,0.7838,0.2162,NA
"Species","s__Acinetobacter sp. FDAARGOS_559",52,0,31,21,0,0.5962,0.4038,NA
"Species","s__Acinetobacter sp. FL51",2,0,1,1,0,0.5,0.5,NA
"Species","s__Acinetobacter sp. I-MWF",25,0,12,13,0,0.48,0.52,NA
"Species","s__Acinetobacter sp. LoGeW2-3",15,0,15,0,0,1,0,NA
"Species","s__Acinetobacter sp. MB5",1,0,1,0,0,1,0,NA
"Species","s__Acinetobacter sp. MN12",2,0,2,0,0,1,0,NA
"Species","s__Acinetobacter sp. Marseille-P8610",17,0,12,5,0,0.7059,0.2941,NA
"Species","s__Acinetobacter sp. NBRC 110496",5,0,1,4,0,0.2,0.8,NA
"Species","s__Acinetobacter sp. NIPH 2699",1,0,1,0,0,1,0,NA
"Species","s__Acinetobacter sp. NIPH 284",2,0,0,2,0,0,1,NA
"Species","s__Acinetobacter sp. NIPH 758",16,0,11,5,0,0.6875,0.3125,NA
"Species","s__Acinetobacter sp. NIPH1876",2,0,2,0,0,1,0,NA
"Species","s__Acinetobacter sp. NRRL B-65365",1,0,1,0,0,1,0,NA
"Species","s__Acinetobacter sp. PW68",17,0,8,9,0,0.4706,0.5294,NA
"Species","s__Acinetobacter sp. Q186-3",23,0,13,10,0,0.5652,0.4348,NA
"Species","s__Acinetobacter sp. Q22-2",7,0,0,7,0,0,1,NA
"Species","s__Acinetobacter sp. Q66-1",23,0,13,10,0,0.5652,0.4348,NA
"Species","s__Acinetobacter sp. RF15A",18,0,4,14,0,0.2222,0.7778,NA
"Species","s__Acinetobacter sp. RF15B",20,0,5,15,0,0.25,0.75,NA
"Species","s__Acinetobacter sp. Res13-Abat-PEC02-P3-01",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Acinetobacter sp. Res13-Abat-PEC04-P4b-01",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Acinetobacter sp. Res13-Abat-PEC06-P4-01",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Acinetobacter sp. Res13-Abat-PEC07-P2-02",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Acinetobacter sp. Res13-Abat-PEC08-P2-01",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Acinetobacter sp. Res13-Abat-PEC09-P3-02",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Acinetobacter sp. Res13-Abat-PEC10-P4-01",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Acinetobacter sp. Res13-Abat-PEC12-P3-01",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Acinetobacter sp. Res13-Abat-PEC12-P5-02",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Acinetobacter sp. Res13-Abat-PEC13-P2-01",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Acinetobacter sp. Res13-Abat-PEC14-P4-01",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Acinetobacter sp. Res13-Abat-PEC15-P4-01",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Acinetobacter sp. Res13-Abat-PEC15-P5-02",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Acinetobacter sp. S4397-1",3,0,1,2,0,0.3333,0.6667,NA
"Species","s__Acinetobacter sp. S4400-12",40,0,21,19,0,0.525,0.475,NA
"Species","s__Acinetobacter sp. S54",15,0,9,6,0,0.6,0.4,NA
"Species","s__Acinetobacter sp. S55",15,0,9,6,0,0.6,0.4,NA
"Species","s__Acinetobacter sp. SK-43",1,0,1,0,0,1,0,NA
"Species","s__Acinetobacter sp. SM1B",40,0,32,8,0,0.8,0.2,NA
"Species","s__Acinetobacter sp. SM34",13,0,5,8,0,0.3846,0.6154,NA
"Species","s__Acinetobacter sp. SWAC5",28,0,11,17,0,0.3929,0.6071,NA
"Species","s__Acinetobacter sp. Swhac1",14,0,6,8,0,0.4286,0.5714,NA
"Species","s__Acinetobacter sp. TGL-Y2",2,0,2,0,0,1,0,NA
"Species","s__Acinetobacter sp. TR3",11,0,4,7,0,0.3636,0.6364,NA
"Species","s__Acinetobacter sp. TTH0-4",15,0,10,5,0,0.6667,0.3333,NA
"Species","s__Acinetobacter sp. TUM15064",7,0,4,3,0,0.5714,0.4286,NA
"Species","s__Acinetobacter sp. TUM15113",5,0,1,4,0,0.2,0.8,NA
"Species","s__Acinetobacter sp. TUM15131",5,0,1,4,0,0.2,0.8,NA
"Species","s__Acinetobacter sp. Tol 5",46,0,7,39,0,0.1522,0.8478,NA
"Species","s__Acinetobacter sp. UBA1297",15,0,11,4,0,0.7333,0.2667,NA
"Species","s__Acinetobacter sp. UBA2063",7,0,0,7,0,0,1,NA
"Species","s__Acinetobacter sp. UBA6571",2,0,2,0,0,1,0,NA
"Species","s__Acinetobacter sp. UBA6720",7,0,6,1,0,0.8571,0.1429,NA
"Species","s__Acinetobacter sp. UNC436CL71CviS28",21,0,16,5,0,0.7619,0.2381,NA
"Species","s__Acinetobacter sp. WCHA45",82,0,48,34,0,0.5854,0.4146,NA
"Species","s__Acinetobacter sp. WCHAc010052",4,0,1,3,0,0.25,0.75,NA
"Species","s__Acinetobacter sp. WCHAc060006",21,0,6,15,0,0.2857,0.7143,NA
"Species","s__Acinetobacter sp. WCHAc060042",12,0,7,5,0,0.5833,0.4167,NA
"Species","s__Acinetobacter sp. WY4",25,0,14,11,0,0.56,0.44,NA
"Species","s__Acinetobacter sp. YH01004",9,0,5,4,0,0.5556,0.4444,NA
"Species","s__Acinetobacter sp. YH01007",13,0,1,12,0,0.0769,0.9231,NA
"Species","s__Acinetobacter sp. YH01013",1,0,0,1,0,0,1,NA
"Species","s__Acinetobacter sp. YH01019",6,0,0,6,0,0,1,NA
"Species","s__Acinetobacter sp. YH12158",6,0,0,6,0,0,1,NA
"Species","s__Acinetobacter sp. YH12201",30,0,19,11,0,0.6333,0.3667,NA
"Species","s__Acinetobacter sp. YH12205",8,0,1,7,0,0.125,0.875,NA
"Species","s__Acinetobacter sp. YH12206",17,0,2,15,0,0.1176,0.8824,NA
"Species","s__Acinetobacter sp. YH12207",17,0,2,15,0,0.1176,0.8824,NA
"Species","s__Acinetobacter sp. YH12209",17,0,2,15,0,0.1176,0.8824,NA
"Species","s__Acinetobacter sp. YH12210",17,0,2,15,0,0.1176,0.8824,NA
"Species","s__Acinetobacter sp. YH12227",9,0,5,4,0,0.5556,0.4444,NA
"Species","s__Acinetobacter sp. YH12252",28,0,8,20,0,0.2857,0.7143,NA
"Species","s__Acinetobacter sp. YH16039",13,0,6,7,0,0.4615,0.5385,NA
"Species","s__Acinetobacter sp. YH1901147",13,0,1,12,0,0.0769,0.9231,NA
"Species","s__Acinetobacter sp. YT-02",3,0,2,1,0,0.6667,0.3333,NA
"Species","s__Acinetobacter wanghuae",20,0,12,8,0,0.6,0.4,NA
"Species","s__Actinacidiphila bryophytorum",2,0,0,2,0,0,1,NA
"Species","s__Actinacidiphila glaucinigra",1,0,1,0,0,1,0,NA
"Species","s__Actinacidiphila yeochonensis",1,0,0,1,0,0,1,NA
"Species","s__Actinoalloteichus sp. GBA129-24",10,0,1,9,0,0.1,0.9,NA
"Species","s__Actinobacillus delphinicola",1,0,0,1,0,0,1,NA
"Species","s__Actinobacillus seminis",6,0,2,4,0,0.3333,0.6667,NA
"Species","s__Actinobacillus sp. GY-402",3,0,1,2,0,0.3333,0.6667,NA
"Species","s__Actinobacteria bacterium 66_15",4,0,2,2,0,0.5,0.5,NA
"Species","s__Actinobacteria bacterium UC5.1-1B11",53,0,23,30,0,0.434,0.566,NA
"Species","s__Actinobacteria bacterium YIM 96077",5,0,5,0,0,1,0,NA
"Species","s__Actinobaculum massiliense",3,0,3,0,0,1,0,NA
"Species","s__Actinobaculum sp. 313",28,0,22,6,0,0.7857,0.2143,NA
"Species","s__Actinocorallia herbida",2,0,1,1,0,0.5,0.5,NA
"Species","s__Actinocrinis puniceicyclus",4,0,4,0,0,1,0,NA
"Species","s__Actinokineospora inagensis",1,0,1,0,0,1,0,NA
"Species","s__Actinokineospora sp. UTMC 2448",3,0,1,2,0,0.3333,0.6667,NA
"Species","s__Actinomadura catellatispora",5,0,3,2,0,0.6,0.4,NA
"Species","s__Actinomadura darangshiensis",1,0,0,1,0,0,1,NA
"Species","s__Actinomadura decatromicini",1,0,0,1,0,0,1,NA
"Species","s__Actinomadura flavalba",1,0,0,1,0,0,1,NA
"Species","s__Actinomadura hallensis",2,0,0,2,0,0,1,NA
"Species","s__Actinomadura kijaniata",1,0,0,1,0,0,1,NA
"Species","s__Actinomadura latina",2,0,0,2,0,0,1,NA
"Species","s__Actinomadura lepetitiana",2,0,1,1,0,0.5,0.5,NA
"Species","s__Actinomadura livida",5,0,3,2,0,0.6,0.4,NA
"Species","s__Actinomadura mexicana",2,0,1,1,0,0.5,0.5,NA
"Species","s__Actinomadura rifamycini",1,0,0,1,0,0,1,NA
"Species","s__Actinomadura rubrisoli",2,0,0,2,0,0,1,NA
"Species","s__Actinomadura rubrobrunea",10,0,2,8,0,0.2,0.8,NA
"Species","s__Actinomadura rupiterrae",1,0,1,0,0,1,0,NA
"Species","s__Actinomadura sp. ATCC 31491",3,0,2,1,0,0.6667,0.3333,NA
"Species","s__Actinomadura sp. NEAU-AAG7",3,0,0,3,0,0,1,NA
"Species","s__Actinomadura sp. RB99",6,0,3,3,0,0.5,0.5,NA
"Species","s__Actinomadura syzygii",5,0,4,1,0,0.8,0.2,NA
"Species","s__Actinomyces gerencseriae",4,0,4,0,0,1,0,NA
"Species","s__Actinomyces glycerinitolerans",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Actinomyces howellii",2,0,2,0,0,1,0,NA
"Species","s__Actinomyces marseillensis",27,0,14,13,0,0.5185,0.4815,NA
"Species","s__Actinomyces oricola",13,0,10,3,0,0.7692,0.2308,NA
"Species","s__Actinomyces pacaensis",27,0,14,13,0,0.5185,0.4815,NA
"Species","s__Actinomyces ruminis",3,0,0,3,0,0,1,NA
"Species","s__Actinomyces sp. 186855",4,0,0,4,0,0,1,NA
"Species","s__Actinomyces sp. 187325",4,0,0,4,0,0,1,NA
"Species","s__Actinomyces sp. 217892",3,0,0,3,0,0,1,NA
"Species","s__Actinomyces sp. 565",4,0,4,0,0,1,0,NA
"Species","s__Actinomyces sp. AC-20-1",2,0,0,2,0,0,1,NA
"Species","s__Actinomyces sp. Chiba101",5,0,2,3,0,0.4,0.6,NA
"Species","s__Actinomyces sp. HMSC065F12",15,0,10,5,0,0.6667,0.3333,NA
"Species","s__Actinomyces sp. HMSC06A08",1,0,0,1,0,0,1,NA
"Species","s__Actinomyces sp. HMSC075B09",23,0,6,17,0,0.2609,0.7391,NA
"Species","s__Actinomyces sp. HMSC08A01",1,0,1,0,0,1,0,NA
"Species","s__Actinomyces sp. HMSC08A09",4,0,4,0,0,1,0,NA
"Species","s__Actinomyces sp. HMT 175",3,0,1,2,0,0.3333,0.6667,NA
